EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 11-07-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 CC   : Cloud cover in oktas
30-34 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station DYCE, UNITED KINGDOM (STAID: 1825)
Blended and updated with sources:16435 903091 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   CC, Q_CC
  1825, 16435,19730915,    7,    0
  1825, 16435,19730916,-9999,    9
  1825, 16435,19730917,-9999,    9
  1825, 16435,19730918,    7,    0
  1825, 16435,19730919,    6,    0
  1825, 16435,19730920,    5,    0
  1825, 16435,19730921,    7,    0
  1825, 16435,19730922,    7,    0
  1825, 16435,19730923,    7,    0
  1825, 16435,19730924,    5,    0
  1825, 16435,19730925,    7,    0
  1825, 16435,19730926,    5,    0
  1825, 16435,19730927,    6,    0
  1825, 16435,19730928,    4,    0
  1825, 16435,19730929,    7,    0
  1825, 16435,19730930,    6,    0
  1825, 16435,19731001,    5,    0
  1825, 16435,19731002,    3,    0
  1825, 16435,19731003,    1,    0
  1825, 16435,19731004,    8,    0
  1825, 16435,19731005,    8,    0
  1825, 16435,19731006,    8,    0
  1825, 16435,19731007,    7,    0
  1825, 16435,19731008,    5,    0
  1825, 16435,19731009,    4,    0
  1825, 16435,19731010,    5,    0
  1825, 16435,19731011,    3,    0
  1825, 16435,19731012,    5,    0
  1825, 16435,19731013,    6,    0
  1825, 16435,19731014,    7,    0
  1825, 16435,19731015,    5,    0
  1825, 16435,19731016,    6,    0
  1825, 16435,19731017,-9999,    9
  1825, 16435,19731018,    6,    0
  1825, 16435,19731019,    6,    0
  1825, 16435,19731020,    7,    0
  1825, 16435,19731021,    5,    0
  1825, 16435,19731022,    6,    0
  1825, 16435,19731023,    4,    0
  1825, 16435,19731024,    7,    0
  1825, 16435,19731025,    7,    0
  1825, 16435,19731026,    7,    0
  1825, 16435,19731027,    7,    0
  1825, 16435,19731028,    4,    0
  1825, 16435,19731029,    7,    0
  1825, 16435,19731030,    6,    0
  1825, 16435,19731031,    6,    0
  1825, 16435,19731101,    8,    0
  1825, 16435,19731102,    5,    0
  1825, 16435,19731103,    6,    0
  1825, 16435,19731104,    8,    0
  1825, 16435,19731105,    5,    0
  1825, 16435,19731106,    5,    0
  1825, 16435,19731107,    6,    0
  1825, 16435,19731108,    7,    0
  1825, 16435,19731109,    6,    0
  1825, 16435,19731110,    4,    0
  1825, 16435,19731111,    5,    0
  1825, 16435,19731112,    5,    0
  1825, 16435,19731113,    4,    0
  1825, 16435,19731114,    4,    0
  1825, 16435,19731115,    2,    0
  1825, 16435,19731116,    4,    0
  1825, 16435,19731117,    4,    0
  1825, 16435,19731118,    7,    0
  1825, 16435,19731119,    4,    0
  1825, 16435,19731120,    5,    0
  1825, 16435,19731121,    5,    0
  1825, 16435,19731122,    6,    0
  1825, 16435,19731123,    6,    0
  1825, 16435,19731124,    5,    0
  1825, 16435,19731125,-9999,    9
  1825, 16435,19731126,    3,    0
  1825, 16435,19731127,-9999,    9
  1825, 16435,19731128,    7,    0
  1825, 16435,19731129,    4,    0
  1825, 16435,19731130,    4,    0
  1825, 16435,19731201,    3,    0
  1825, 16435,19731202,    7,    0
  1825, 16435,19731203,    4,    0
  1825, 16435,19731204,    6,    0
  1825, 16435,19731205,    6,    0
  1825, 16435,19731206,    3,    0
  1825, 16435,19731207,    8,    0
  1825, 16435,19731208,    4,    0
  1825, 16435,19731209,    6,    0
  1825, 16435,19731210,    7,    0
  1825, 16435,19731211,    2,    0
  1825, 16435,19731212,    4,    0
  1825, 16435,19731213,    5,    0
  1825, 16435,19731214,    4,    0
  1825, 16435,19731215,    6,    0
  1825, 16435,19731216,    4,    0
  1825, 16435,19731217,    3,    0
  1825, 16435,19731218,    6,    0
  1825, 16435,19731219,    8,    0
  1825, 16435,19731220,    8,    0
  1825, 16435,19731221,-9999,    9
  1825, 16435,19731222,-9999,    9
  1825, 16435,19731223,    7,    0
  1825, 16435,19731224,    4,    0
  1825, 16435,19731225,    7,    0
  1825, 16435,19731226,    7,    0
  1825, 16435,19731227,    5,    0
  1825, 16435,19731228,    5,    0
  1825, 16435,19731229,    7,    0
  1825, 16435,19731230,    1,    0
  1825, 16435,19731231,    4,    0
  1825, 16435,19740101,    6,    0
  1825, 16435,19740102,    7,    0
  1825, 16435,19740103,    8,    0
  1825, 16435,19740104,    8,    0
  1825, 16435,19740105,    7,    0
  1825, 16435,19740106,    6,    0
  1825, 16435,19740107,    6,    0
  1825, 16435,19740108,    5,    0
  1825, 16435,19740109,    4,    0
  1825, 16435,19740110,    6,    0
  1825, 16435,19740111,    5,    0
  1825, 16435,19740112,    5,    0
  1825, 16435,19740113,    7,    0
  1825, 16435,19740114,    5,    0
  1825, 16435,19740115,    3,    0
  1825, 16435,19740116,    6,    0
  1825, 16435,19740117,    5,    0
  1825, 16435,19740118,    5,    0
  1825, 16435,19740119,    5,    0
  1825, 16435,19740120,    2,    0
  1825, 16435,19740121,    4,    0
  1825, 16435,19740122,    6,    0
  1825, 16435,19740123,    4,    0
  1825, 16435,19740124,    5,    0
  1825, 16435,19740125,    5,    0
  1825, 16435,19740126,    7,    0
  1825, 16435,19740127,    3,    0
  1825, 16435,19740128,    6,    0
  1825, 16435,19740129,    6,    0
  1825, 16435,19740130,    8,    0
  1825, 16435,19740131,    5,    0
  1825, 16435,19740201,    7,    0
  1825, 16435,19740202,    7,    0
  1825, 16435,19740203,    5,    0
  1825, 16435,19740204,    5,    0
  1825, 16435,19740205,    4,    0
  1825, 16435,19740206,    6,    0
  1825, 16435,19740207,    4,    0
  1825, 16435,19740208,    7,    0
  1825, 16435,19740209,    4,    0
  1825, 16435,19740210,    5,    0
  1825, 16435,19740211,    6,    0
  1825, 16435,19740212,    6,    0
  1825, 16435,19740213,    6,    0
  1825, 16435,19740214,    5,    0
  1825, 16435,19740215,    6,    0
  1825, 16435,19740216,    8,    0
  1825, 16435,19740217,    8,    0
  1825, 16435,19740218,-9999,    9
  1825, 16435,19740219,    5,    0
  1825, 16435,19740220,    6,    0
  1825, 16435,19740221,    7,    0
  1825, 16435,19740222,    3,    0
  1825, 16435,19740223,    5,    0
  1825, 16435,19740224,    7,    0
  1825, 16435,19740225,    7,    0
  1825, 16435,19740226,    7,    0
  1825, 16435,19740227,    8,    0
  1825, 16435,19740228,    8,    0
  1825, 16435,19740301,    8,    0
  1825, 16435,19740302,    2,    0
  1825, 16435,19740303,    5,    0
  1825, 16435,19740304,    7,    0
  1825, 16435,19740305,    8,    0
  1825, 16435,19740306,    7,    0
  1825, 16435,19740307,    7,    0
  1825, 16435,19740308,    7,    0
  1825, 16435,19740309,    8,    0
  1825, 16435,19740310,    8,    0
  1825, 16435,19740311,    8,    0
  1825, 16435,19740312,    8,    0
  1825, 16435,19740313,    8,    0
  1825, 16435,19740314,    4,    0
  1825, 16435,19740315,    8,    0
  1825, 16435,19740316,    6,    0
  1825, 16435,19740317,    5,    0
  1825, 16435,19740318,    4,    0
  1825, 16435,19740319,    6,    0
  1825, 16435,19740320,    6,    0
  1825, 16435,19740321,    5,    0
  1825, 16435,19740322,-9999,    9
  1825, 16435,19740323,    7,    0
  1825, 16435,19740324,    7,    0
  1825, 16435,19740325,    7,    0
  1825, 16435,19740326,    8,    0
  1825, 16435,19740327,    7,    0
  1825, 16435,19740328,    4,    0
  1825, 16435,19740329,    2,    0
  1825, 16435,19740330,-9999,    9
  1825, 16435,19740331,    5,    0
  1825, 16435,19740401,    6,    0
  1825, 16435,19740402,    7,    0
  1825, 16435,19740403,-9999,    9
  1825, 16435,19740404,-9999,    9
  1825, 16435,19740405,-9999,    9
  1825, 16435,19740406,-9999,    9
  1825, 16435,19740407,-9999,    9
  1825, 16435,19740408,    1,    0
  1825, 16435,19740409,    3,    0
  1825, 16435,19740410,    3,    0
  1825, 16435,19740411,    7,    0
  1825, 16435,19740412,    7,    0
  1825, 16435,19740413,    5,    0
  1825, 16435,19740414,    3,    0
  1825, 16435,19740415,    7,    0
  1825, 16435,19740416,    8,    0
  1825, 16435,19740417,    5,    0
  1825, 16435,19740418,    5,    0
  1825, 16435,19740419,    1,    0
  1825, 16435,19740420,    8,    0
  1825, 16435,19740421,    5,    0
  1825, 16435,19740422,    5,    0
  1825, 16435,19740423,    7,    0
  1825, 16435,19740424,    7,    0
  1825, 16435,19740425,    7,    0
  1825, 16435,19740426,    3,    0
  1825, 16435,19740427,    6,    0
  1825, 16435,19740428,    6,    0
  1825, 16435,19740429,    8,    0
  1825, 16435,19740430,    8,    0
  1825, 16435,19740501,    7,    0
  1825, 16435,19740502,    8,    0
  1825, 16435,19740503,    6,    0
  1825, 16435,19740504,    7,    0
  1825, 16435,19740505,    7,    0
  1825, 16435,19740506,    5,    0
  1825, 16435,19740507,    6,    0
  1825, 16435,19740508,    6,    0
  1825, 16435,19740509,    5,    0
  1825, 16435,19740510,    7,    0
  1825, 16435,19740511,    8,    0
  1825, 16435,19740512,    7,    0
  1825, 16435,19740513,    6,    0
  1825, 16435,19740514,    5,    0
  1825, 16435,19740515,    6,    0
  1825, 16435,19740516,    3,    0
  1825, 16435,19740517,    5,    0
  1825, 16435,19740518,    7,    0
  1825, 16435,19740519,    7,    0
  1825, 16435,19740520,    5,    0
  1825, 16435,19740521,    5,    0
  1825, 16435,19740522,    7,    0
  1825, 16435,19740523,    6,    0
  1825, 16435,19740524,    8,    0
  1825, 16435,19740525,    7,    0
  1825, 16435,19740526,    7,    0
  1825, 16435,19740527,    8,    0
  1825, 16435,19740528,    6,    0
  1825, 16435,19740529,    3,    0
  1825, 16435,19740530,    6,    0
  1825, 16435,19740531,    6,    0
  1825, 16435,19740601,    7,    0
  1825, 16435,19740602,    5,    0
  1825, 16435,19740603,    6,    0
  1825, 16435,19740604,    6,    0
  1825, 16435,19740605,    7,    0
  1825, 16435,19740606,    6,    0
  1825, 16435,19740607,    6,    0
  1825, 16435,19740608,    6,    0
  1825, 16435,19740609,    6,    0
  1825, 16435,19740610,    7,    0
  1825, 16435,19740611,    7,    0
  1825, 16435,19740612,    7,    0
  1825, 16435,19740613,    4,    0
  1825, 16435,19740614,    4,    0
  1825, 16435,19740615,    7,    0
  1825, 16435,19740616,    7,    0
  1825, 16435,19740617,    8,    0
  1825, 16435,19740618,    7,    0
  1825, 16435,19740619,    5,    0
  1825, 16435,19740620,    6,    0
  1825, 16435,19740621,    2,    0
  1825, 16435,19740622,    6,    0
  1825, 16435,19740623,    8,    0
  1825, 16435,19740624,    7,    0
  1825, 16435,19740625,    6,    0
  1825, 16435,19740626,    7,    0
  1825, 16435,19740627,    6,    0
  1825, 16435,19740628,    6,    0
  1825, 16435,19740629,    7,    0
  1825, 16435,19740630,    6,    0
  1825, 16435,19740701,    6,    0
  1825, 16435,19740702,    5,    0
  1825, 16435,19740703,    7,    0
  1825, 16435,19740704,    4,    0
  1825, 16435,19740705,    7,    0
  1825, 16435,19740706,    6,    0
  1825, 16435,19740707,    6,    0
  1825, 16435,19740708,    7,    0
  1825, 16435,19740709,    5,    0
  1825, 16435,19740710,    5,    0
  1825, 16435,19740711,    4,    0
  1825, 16435,19740712,    5,    0
  1825, 16435,19740713,    7,    0
  1825, 16435,19740714,    7,    0
  1825, 16435,19740715,    7,    0
  1825, 16435,19740716,    7,    0
  1825, 16435,19740717,    5,    0
  1825, 16435,19740718,    6,    0
  1825, 16435,19740719,    7,    0
  1825, 16435,19740720,    5,    0
  1825, 16435,19740721,    7,    0
  1825, 16435,19740722,    6,    0
  1825, 16435,19740723,    5,    0
  1825, 16435,19740724,    6,    0
  1825, 16435,19740725,    4,    0
  1825, 16435,19740726,    7,    0
  1825, 16435,19740727,    7,    0
  1825, 16435,19740728,    4,    0
  1825, 16435,19740729,    4,    0
  1825, 16435,19740730,    6,    0
  1825, 16435,19740731,    5,    0
  1825, 16435,19740801,    6,    0
  1825, 16435,19740802,    5,    0
  1825, 16435,19740803,    5,    0
  1825, 16435,19740804,    4,    0
  1825, 16435,19740805,    5,    0
  1825, 16435,19740806,    6,    0
  1825, 16435,19740807,    7,    0
  1825, 16435,19740808,    8,    0
  1825, 16435,19740809,    6,    0
  1825, 16435,19740810,    7,    0
  1825, 16435,19740811,    5,    0
  1825, 16435,19740812,    6,    0
  1825, 16435,19740813,    5,    0
  1825, 16435,19740814,    7,    0
  1825, 16435,19740815,    5,    0
  1825, 16435,19740816,    5,    0
  1825, 16435,19740817,    6,    0
  1825, 16435,19740818,    6,    0
  1825, 16435,19740819,    6,    0
  1825, 16435,19740820,    6,    0
  1825, 16435,19740821,    7,    0
  1825, 16435,19740822,    6,    0
  1825, 16435,19740823,    7,    0
  1825, 16435,19740824,    6,    0
  1825, 16435,19740825,    7,    0
  1825, 16435,19740826,    6,    0
  1825, 16435,19740827,    4,    0
  1825, 16435,19740828,    6,    0
  1825, 16435,19740829,    6,    0
  1825, 16435,19740830,-9999,    9
  1825, 16435,19740831,-9999,    9
  1825, 16435,19740901,    7,    0
  1825, 16435,19740902,    4,    0
  1825, 16435,19740903,    7,    0
  1825, 16435,19740904,    7,    0
  1825, 16435,19740905,    5,    0
  1825, 16435,19740906,    6,    0
  1825, 16435,19740907,    6,    0
  1825, 16435,19740908,    5,    0
  1825, 16435,19740909,    4,    0
  1825, 16435,19740910,    6,    0
  1825, 16435,19740911,    6,    0
  1825, 16435,19740912,    6,    0
  1825, 16435,19740913,-9999,    9
  1825, 16435,19740914,    6,    0
  1825, 16435,19740915,    7,    0
  1825, 16435,19740916,    7,    0
  1825, 16435,19740917,    3,    0
  1825, 16435,19740918,    4,    0
  1825, 16435,19740919,    5,    0
  1825, 16435,19740920,    6,    0
  1825, 16435,19740921,    4,    0
  1825, 16435,19740922,    3,    0
  1825, 16435,19740923,    7,    0
  1825, 16435,19740924,    5,    0
  1825, 16435,19740925,    6,    0
  1825, 16435,19740926,    3,    0
  1825, 16435,19740927,    2,    0
  1825, 16435,19740928,    7,    0
  1825, 16435,19740929,    6,    0
  1825, 16435,19740930,    4,    0
  1825, 16435,19741001,    6,    0
  1825, 16435,19741002,    5,    0
  1825, 16435,19741003,    7,    0
  1825, 16435,19741004,    7,    0
  1825, 16435,19741005,    7,    0
  1825, 16435,19741006,    7,    0
  1825, 16435,19741007,    7,    0
  1825, 16435,19741008,    4,    0
  1825, 16435,19741009,    6,    0
  1825, 16435,19741010,    6,    0
  1825, 16435,19741011,    5,    0
  1825, 16435,19741012,    6,    0
  1825, 16435,19741013,    6,    0
  1825, 16435,19741014,    6,    0
  1825, 16435,19741015,    8,    0
  1825, 16435,19741016,    8,    0
  1825, 16435,19741017,    7,    0
  1825, 16435,19741018,    7,    0
  1825, 16435,19741019,    3,    0
  1825, 16435,19741020,    5,    0
  1825, 16435,19741021,    7,    0
  1825, 16435,19741022,    3,    0
  1825, 16435,19741023,    7,    0
  1825, 16435,19741024,    5,    0
  1825, 16435,19741025,    6,    0
  1825, 16435,19741026,    6,    0
  1825, 16435,19741027,    5,    0
  1825, 16435,19741028,    7,    0
  1825, 16435,19741029,    6,    0
  1825, 16435,19741030,    6,    0
  1825, 16435,19741031,    6,    0
  1825, 16435,19741101,    7,    0
  1825, 16435,19741102,    6,    0
  1825, 16435,19741103,    7,    0
  1825, 16435,19741104,    7,    0
  1825, 16435,19741105,    7,    0
  1825, 16435,19741106,    2,    0
  1825, 16435,19741107,    6,    0
  1825, 16435,19741108,    7,    0
  1825, 16435,19741109,    6,    0
  1825, 16435,19741110,    6,    0
  1825, 16435,19741111,    5,    0
  1825, 16435,19741112,    4,    0
  1825, 16435,19741113,    5,    0
  1825, 16435,19741114,    5,    0
  1825, 16435,19741115,    5,    0
  1825, 16435,19741116,    5,    0
  1825, 16435,19741117,    4,    0
  1825, 16435,19741118,    4,    0
  1825, 16435,19741119,    6,    0
  1825, 16435,19741120,    7,    0
  1825, 16435,19741121,    6,    0
  1825, 16435,19741122,    8,    0
  1825, 16435,19741123,    8,    0
  1825, 16435,19741124,    7,    0
  1825, 16435,19741125,    5,    0
  1825, 16435,19741126,    3,    0
  1825, 16435,19741127,    7,    0
  1825, 16435,19741128,    5,    0
  1825, 16435,19741129,    5,    0
  1825, 16435,19741130,    7,    0
  1825, 16435,19741201,    6,    0
  1825, 16435,19741202,    4,    0
  1825, 16435,19741203,    7,    0
  1825, 16435,19741204,    4,    0
  1825, 16435,19741205,    6,    0
  1825, 16435,19741206,    7,    0
  1825, 16435,19741207,    6,    0
  1825, 16435,19741208,    5,    0
  1825, 16435,19741209,    1,    0
  1825, 16435,19741210,    3,    0
  1825, 16435,19741211,    4,    0
  1825, 16435,19741212,-9999,    9
  1825, 16435,19741213,    6,    0
  1825, 16435,19741214,    1,    0
  1825, 16435,19741215,    2,    0
  1825, 16435,19741216,    4,    0
  1825, 16435,19741217,    5,    0
  1825, 16435,19741218,    4,    0
  1825, 16435,19741219,    7,    0
  1825, 16435,19741220,    5,    0
  1825, 16435,19741221,    4,    0
  1825, 16435,19741222,    4,    0
  1825, 16435,19741223,    8,    0
  1825, 16435,19741224,    3,    0
  1825, 16435,19741225,    6,    0
  1825, 16435,19741226,    6,    0
  1825, 16435,19741227,    7,    0
  1825, 16435,19741228,    3,    0
  1825, 16435,19741229,    4,    0
  1825, 16435,19741230,    7,    0
  1825, 16435,19741231,    7,    0
  1825, 16435,19750101,    4,    0
  1825, 16435,19750102,    3,    0
  1825, 16435,19750103,    6,    0
  1825, 16435,19750104,    6,    0
  1825, 16435,19750105,    5,    0
  1825, 16435,19750106,    4,    0
  1825, 16435,19750107,    4,    0
  1825, 16435,19750108,    4,    0
  1825, 16435,19750109,    4,    0
  1825, 16435,19750110,    5,    0
  1825, 16435,19750111,    6,    0
  1825, 16435,19750112,    6,    0
  1825, 16435,19750113,    6,    0
  1825, 16435,19750114,    6,    0
  1825, 16435,19750115,    5,    0
  1825, 16435,19750116,    1,    0
  1825, 16435,19750117,    6,    0
  1825, 16435,19750118,    4,    0
  1825, 16435,19750119,    4,    0
  1825, 16435,19750120,    3,    0
  1825, 16435,19750121,    4,    0
  1825, 16435,19750122,    6,    0
  1825, 16435,19750123,    4,    0
  1825, 16435,19750124,    4,    0
  1825, 16435,19750125,    6,    0
  1825, 16435,19750126,    5,    0
  1825, 16435,19750127,    7,    0
  1825, 16435,19750128,    7,    0
  1825, 16435,19750129,    5,    0
  1825, 16435,19750130,    4,    0
  1825, 16435,19750131,    5,    0
  1825, 16435,19750201,    7,    0
  1825, 16435,19750202,    1,    0
  1825, 16435,19750203,-9999,    9
  1825, 16435,19750204,    7,    0
  1825, 16435,19750205,    7,    0
  1825, 16435,19750206,    7,    0
  1825, 16435,19750207,    8,    0
  1825, 16435,19750208,    8,    0
  1825, 16435,19750209,    8,    0
  1825, 16435,19750210,-9999,    9
  1825, 16435,19750211,    8,    0
  1825, 16435,19750212,    8,    0
  1825, 16435,19750213,    8,    0
  1825, 16435,19750214,    8,    0
  1825, 16435,19750215,    7,    0
  1825, 16435,19750216,    6,    0
  1825, 16435,19750217,    5,    0
  1825, 16435,19750218,    1,    0
  1825, 16435,19750219,    5,    0
  1825, 16435,19750220,    8,    0
  1825, 16435,19750221,    4,    0
  1825, 16435,19750222,    1,    0
  1825, 16435,19750223,    5,    0
  1825, 16435,19750224,-9999,    9
  1825, 16435,19750225,-9999,    9
  1825, 16435,19750226,    8,    0
  1825, 16435,19750227,    1,    0
  1825, 16435,19750228,-9999,    9
  1825, 16435,19750301,    7,    0
  1825, 16435,19750302,    7,    0
  1825, 16435,19750303,    7,    0
  1825, 16435,19750304,    6,    0
  1825, 16435,19750305,    3,    0
  1825, 16435,19750306,    4,    0
  1825, 16435,19750307,    3,    0
  1825, 16435,19750308,    3,    0
  1825, 16435,19750309,    1,    0
  1825, 16435,19750310,    5,    0
  1825, 16435,19750311,    6,    0
  1825, 16435,19750312,    5,    0
  1825, 16435,19750313,    7,    0
  1825, 16435,19750314,    7,    0
  1825, 16435,19750315,    7,    0
  1825, 16435,19750316,    6,    0
  1825, 16435,19750317,    6,    0
  1825, 16435,19750318,    7,    0
  1825, 16435,19750319,    6,    0
  1825, 16435,19750320,    3,    0
  1825, 16435,19750321,    7,    0
  1825, 16435,19750322,    6,    0
  1825, 16435,19750323,    5,    0
  1825, 16435,19750324,    6,    0
  1825, 16435,19750325,    7,    0
  1825, 16435,19750326,    5,    0
  1825, 16435,19750327,    6,    0
  1825, 16435,19750328,    5,    0
  1825, 16435,19750329,    6,    0
  1825, 16435,19750330,    5,    0
  1825, 16435,19750331,    7,    0
  1825, 16435,19750401,    7,    0
  1825, 16435,19750402,    5,    0
  1825, 16435,19750403,    4,    0
  1825, 16435,19750404,    5,    0
  1825, 16435,19750405,    6,    0
  1825, 16435,19750406,    5,    0
  1825, 16435,19750407,    7,    0
  1825, 16435,19750408,-9999,    9
  1825, 16435,19750409,    4,    0
  1825, 16435,19750410,    6,    0
  1825, 16435,19750411,    8,    0
  1825, 16435,19750412,    6,    0
  1825, 16435,19750413,    8,    0
  1825, 16435,19750414,    7,    0
  1825, 16435,19750415,    8,    0
  1825, 16435,19750416,    7,    0
  1825, 16435,19750417,-9999,    9
  1825, 16435,19750418,-9999,    9
  1825, 16435,19750419,    6,    0
  1825, 16435,19750420,    4,    0
  1825, 16435,19750421,    8,    0
  1825, 16435,19750422,    7,    0
  1825, 16435,19750423,    6,    0
  1825, 16435,19750424,    7,    0
  1825, 16435,19750425,    7,    0
  1825, 16435,19750426,    6,    0
  1825, 16435,19750427,    4,    0
  1825, 16435,19750428,    7,    0
  1825, 16435,19750429,    4,    0
  1825, 16435,19750430,    4,    0
  1825, 16435,19750501,    5,    0
  1825, 16435,19750502,    3,    0
  1825, 16435,19750503,    5,    0
  1825, 16435,19750504,    6,    0
  1825, 16435,19750505,    5,    0
  1825, 16435,19750506,    5,    0
  1825, 16435,19750507,    7,    0
  1825, 16435,19750508,    8,    0
  1825, 16435,19750509,    8,    0
  1825, 16435,19750510,    8,    0
  1825, 16435,19750511,    5,    0
  1825, 16435,19750512,    8,    0
  1825, 16435,19750513,    7,    0
  1825, 16435,19750514,    7,    0
  1825, 16435,19750515,    6,    0
  1825, 16435,19750516,    7,    0
  1825, 16435,19750517,    2,    0
  1825, 16435,19750518,    2,    0
  1825, 16435,19750519,    6,    0
  1825, 16435,19750520,    4,    0
  1825, 16435,19750521,    5,    0
  1825, 16435,19750522,    5,    0
  1825, 16435,19750523,    3,    0
  1825, 16435,19750524,    7,    0
  1825, 16435,19750525,    3,    0
  1825, 16435,19750526,    7,    0
  1825, 16435,19750527,    5,    0
  1825, 16435,19750528,    6,    0
  1825, 16435,19750529,    8,    0
  1825, 16435,19750530,    5,    0
  1825, 16435,19750531,    6,    0
  1825, 16435,19750601,    7,    0
  1825, 16435,19750602,    7,    0
  1825, 16435,19750603,    5,    0
  1825, 16435,19750604,    5,    0
  1825, 16435,19750605,    8,    0
  1825, 16435,19750606,    5,    0
  1825, 16435,19750607,    5,    0
  1825, 16435,19750608,    3,    0
  1825, 16435,19750609,    3,    0
  1825, 16435,19750610,    2,    0
  1825, 16435,19750611,    3,    0
  1825, 16435,19750612,    6,    0
  1825, 16435,19750613,    7,    0
  1825, 16435,19750614,    5,    0
  1825, 16435,19750615,    6,    0
  1825, 16435,19750616,    7,    0
  1825, 16435,19750617,    6,    0
  1825, 16435,19750618,    8,    0
  1825, 16435,19750619,    7,    0
  1825, 16435,19750620,    7,    0
  1825, 16435,19750621,    7,    0
  1825, 16435,19750622,-9999,    9
  1825, 16435,19750623,    6,    0
  1825, 16435,19750624,    5,    0
  1825, 16435,19750625,    3,    0
  1825, 16435,19750626,    6,    0
  1825, 16435,19750627,    6,    0
  1825, 16435,19750628,    2,    0
  1825, 16435,19750629,    1,    0
  1825, 16435,19750630,    4,    0
  1825, 16435,19750701,    6,    0
  1825, 16435,19750702,    4,    0
  1825, 16435,19750703,    8,    0
  1825, 16435,19750704,    5,    0
  1825, 16435,19750705,    2,    0
  1825, 16435,19750706,    4,    0
  1825, 16435,19750707,    8,    0
  1825, 16435,19750708,    8,    0
  1825, 16435,19750709,    8,    0
  1825, 16435,19750710,    8,    0
  1825, 16435,19750711,    6,    0
  1825, 16435,19750712,    7,    0
  1825, 16435,19750713,    7,    0
  1825, 16435,19750714,    7,    0
  1825, 16435,19750715,    5,    0
  1825, 16435,19750716,    7,    0
  1825, 16435,19750717,    6,    0
  1825, 16435,19750718,    5,    0
  1825, 16435,19750719,-9999,    9
  1825, 16435,19750720,    7,    0
  1825, 16435,19750721,    6,    0
  1825, 16435,19750722,    7,    0
  1825, 16435,19750723,    7,    0
  1825, 16435,19750724,    5,    0
  1825, 16435,19750725,    7,    0
  1825, 16435,19750726,    7,    0
  1825, 16435,19750727,    6,    0
  1825, 16435,19750728,    6,    0
  1825, 16435,19750729,    6,    0
  1825, 16435,19750730,    7,    0
  1825, 16435,19750731,    4,    0
  1825, 16435,19750801,    7,    0
  1825, 16435,19750802,    2,    0
  1825, 16435,19750803,    1,    0
  1825, 16435,19750804,    1,    0
  1825, 16435,19750805,    4,    0
  1825, 16435,19750806,    6,    0
  1825, 16435,19750807,    4,    0
  1825, 16435,19750808,-9999,    9
  1825, 16435,19750809,-9999,    9
  1825, 16435,19750810,-9999,    9
  1825, 16435,19750811,-9999,    9
  1825, 16435,19750812,-9999,    9
  1825, 16435,19750813,-9999,    9
  1825, 16435,19750814,    6,    0
  1825, 16435,19750815,    5,    0
  1825, 16435,19750816,    8,    0
  1825, 16435,19750817,    7,    0
  1825, 16435,19750818,    6,    0
  1825, 16435,19750819,    7,    0
  1825, 16435,19750820,    4,    0
  1825, 16435,19750821,    4,    0
  1825, 16435,19750822,    7,    0
  1825, 16435,19750823,    4,    0
  1825, 16435,19750824,    7,    0
  1825, 16435,19750825,    5,    0
  1825, 16435,19750826,    5,    0
  1825, 16435,19750827,    6,    0
  1825, 16435,19750828,    8,    0
  1825, 16435,19750829,    8,    0
  1825, 16435,19750830,    6,    0
  1825, 16435,19750831,    4,    0
  1825, 16435,19750901,    5,    0
  1825, 16435,19750902,    6,    0
  1825, 16435,19750903,    6,    0
  1825, 16435,19750904,    6,    0
  1825, 16435,19750905,    7,    0
  1825, 16435,19750906,    8,    0
  1825, 16435,19750907,    5,    0
  1825, 16435,19750908,    7,    0
  1825, 16435,19750909,    6,    0
  1825, 16435,19750910,    4,    0
  1825, 16435,19750911,    6,    0
  1825, 16435,19750912,    7,    0
  1825, 16435,19750913,    7,    0
  1825, 16435,19750914,    6,    0
  1825, 16435,19750915,    6,    0
  1825, 16435,19750916,    6,    0
  1825, 16435,19750917,    8,    0
  1825, 16435,19750918,    7,    0
  1825, 16435,19750919,    5,    0
  1825, 16435,19750920,    5,    0
  1825, 16435,19750921,    4,    0
  1825, 16435,19750922,    8,    0
  1825, 16435,19750923,    3,    0
  1825, 16435,19750924,    7,    0
  1825, 16435,19750925,    6,    0
  1825, 16435,19750926,    5,    0
  1825, 16435,19750927,    6,    0
  1825, 16435,19750928,    5,    0
  1825, 16435,19750929,    7,    0
  1825, 16435,19750930,    7,    0
  1825, 16435,19751001,    5,    0
  1825, 16435,19751002,    5,    0
  1825, 16435,19751003,    5,    0
  1825, 16435,19751004,    6,    0
