EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 11-07-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station DYCE, UNITED KINGDOM (STAID: 1825)
Blended and updated with sources:5803 903091 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
  1825,  5803,19591201,-9999,    9
  1825,  5803,19591202,-9999,    9
  1825,  5803,19591203,-9999,    9
  1825,  5803,19591204,-9999,    9
  1825,  5803,19591205,-9999,    9
  1825,  5803,19591206,-9999,    9
  1825,  5803,19591207,-9999,    9
  1825,  5803,19591208,-9999,    9
  1825,  5803,19591209,-9999,    9
  1825,  5803,19591210,-9999,    9
  1825,  5803,19591211,-9999,    9
  1825,  5803,19591212,-9999,    9
  1825,  5803,19591213,-9999,    9
  1825,  5803,19591214,-9999,    9
  1825,  5803,19591215,-9999,    9
  1825,  5803,19591216,-9999,    9
  1825,  5803,19591217,-9999,    9
  1825,  5803,19591218,-9999,    9
  1825,  5803,19591219,-9999,    9
  1825,  5803,19591220,-9999,    9
  1825,  5803,19591221,-9999,    9
  1825,  5803,19591222,-9999,    9
  1825,  5803,19591223,-9999,    9
  1825,  5803,19591224,-9999,    9
  1825,  5803,19591225,-9999,    9
  1825,  5803,19591226,-9999,    9
  1825,  5803,19591227,-9999,    9
  1825,  5803,19591228,-9999,    9
  1825,  5803,19591229,-9999,    9
  1825,  5803,19591230,-9999,    9
  1825,  5803,19591231,   67,    0
  1825,  5803,19600101,   50,    1
  1825,  5803,19600102,   83,    0
  1825,  5803,19600103,   89,    0
  1825,  5803,19600104,   56,    1
  1825,  5803,19600105,   72,    0
  1825,  5803,19600106,   67,    0
  1825,  5803,19600107,   67,    0
  1825,  5803,19600108,   33,    1
  1825,  5803,19600109,   61,    0
  1825,  5803,19600110,   61,    0
  1825,  5803,19600111,   39,    0
  1825,  5803,19600112,   22,    1
  1825,  5803,19600113,   28,    0
  1825,  5803,19600114,   33,    0
  1825,  5803,19600115,   33,    0
  1825,  5803,19600116,   17,    1
  1825,  5803,19600117,   17,    0
  1825,  5803,19600118,   17,    0
  1825,  5803,19600119,   44,    0
  1825,  5803,19600120,   83,    0
  1825,  5803,19600121,  106,    0
  1825,  5803,19600122,  100,    0
  1825,  5803,19600123,   94,    0
  1825,  5803,19600124,   89,    0
  1825,  5803,19600125,   33,    1
  1825,  5803,19600126,   44,    0
  1825,  5803,19600127,   44,    0
  1825,  5803,19600128,   39,    0
  1825,  5803,19600129,   28,    0
  1825,  5803,19600130,   72,    0
  1825,  5803,19600131,   89,    0
  1825,  5803,19600201,   89,    0
  1825,  5803,19600202,  106,    0
  1825,  5803,19600203,   89,    0
  1825,  5803,19600204,   89,    0
  1825,  5803,19600205,   78,    0
  1825,  5803,19600206,   78,    0
  1825,  5803,19600207,   56,    0
  1825,  5803,19600208,   72,    0
  1825,  5803,19600209,   33,    0
  1825,  5803,19600210,    0,    1
  1825,  5803,19600211,   17,    0
  1825,  5803,19600212,   17,    0
  1825,  5803,19600213,    0,    0
  1825,  5803,19600214,   28,    0
  1825,  5803,19600215,   11,    0
  1825,  5803,19600216,  -17,    1
  1825,  5803,19600217,   -6,    0
  1825,  5803,19600218,   22,    0
  1825,  5803,19600219,   39,    0
  1825,  5803,19600220,   39,    0
  1825,  5803,19600221,   39,    0
  1825,  5803,19600222,   44,    0
  1825,  5803,19600223,   56,    0
  1825,  5803,19600224,   50,    0
  1825,  5803,19600225,   78,    0
  1825,  5803,19600226,  106,    0
  1825,  5803,19600227,  133,    0
  1825,  5803,19600228,  106,    0
  1825,  5803,19600229,  133,    0
  1825,  5803,19600301,   89,    1
  1825,  5803,19600302,   94,    0
  1825,  5803,19600303,   72,    0
  1825,  5803,19600304,  111,    0
  1825,  5803,19600305,   56,    1
  1825,  5803,19600306,   44,    1
  1825,  5803,19600307,   28,    1
  1825,  5803,19600308,   39,    0
  1825,  5803,19600309,   50,    0
  1825,  5803,19600310,   61,    0
  1825,  5803,19600311,   50,    0
  1825,  5803,19600312,   67,    0
  1825,  5803,19600313,   83,    0
  1825,  5803,19600314,   56,    1
  1825,  5803,19600315,   56,    0
  1825,  5803,19600316,   50,    0
  1825,  5803,19600317,   56,    0
  1825,  5803,19600318,   56,    0
  1825,  5803,19600319,   56,    0
  1825,  5803,19600320,   50,    0
  1825,  5803,19600321,   78,    0
  1825,  5803,19600322,   67,    0
  1825,  5803,19600323,   89,    0
  1825,  5803,19600324,   61,    0
  1825,  5803,19600325,   61,    0
  1825,  5803,19600326,   78,    0
  1825,  5803,19600327,   78,    0
  1825,  5803,19600328,   83,    0
  1825,  5803,19600329,   83,    0
  1825,  5803,19600330,   83,    0
  1825,  5803,19600331,   67,    0
  1825,  5803,19600401,   61,    0
  1825,  5803,19600402,   72,    0
  1825,  5803,19600403,   89,    0
  1825,  5803,19600404,  156,    0
  1825,  5803,19600405,  139,    0
  1825,  5803,19600406,  128,    0
  1825,  5803,19600407,  128,    0
  1825,  5803,19600408,  133,    0
  1825,  5803,19600409,   67,    1
  1825,  5803,19600410,  100,    0
  1825,  5803,19600411,  133,    0
  1825,  5803,19600412,  144,    0
  1825,  5803,19600413,  117,    0
  1825,  5803,19600414,  106,    0
  1825,  5803,19600415,   94,    0
  1825,  5803,19600416,  128,    0
  1825,  5803,19600417,  133,    0
  1825,  5803,19600418,  128,    0
  1825,  5803,19600419,  150,    0
  1825,  5803,19600420,  156,    0
  1825,  5803,19600421,  133,    0
  1825,  5803,19600422,  122,    0
  1825,  5803,19600423,  100,    0
  1825,  5803,19600424,  128,    0
  1825,  5803,19600425,  133,    0
  1825,  5803,19600426,  128,    0
  1825,  5803,19600427,  117,    0
  1825,  5803,19600428,  122,    0
  1825,  5803,19600429,  133,    0
  1825,  5803,19600430,   83,    1
  1825,  5803,19600501,  128,    0
  1825,  5803,19600502,  156,    0
  1825,  5803,19600503,  150,    0
  1825,  5803,19600504,  194,    0
  1825,  5803,19600505,  189,    0
  1825,  5803,19600506,  200,    0
  1825,  5803,19600507,  150,    0
  1825,  5803,19600508,  128,    0
  1825,  5803,19600509,  144,    0
  1825,  5803,19600510,  133,    0
  1825,  5803,19600511,  144,    0
  1825,  5803,19600512,  139,    0
  1825,  5803,19600513,  167,    0
  1825,  5803,19600514,  200,    0
  1825,  5803,19600515,  194,    0
  1825,  5803,19600516,  178,    0
  1825,  5803,19600517,  122,    0
  1825,  5803,19600518,  111,    0
  1825,  5803,19600519,  111,    0
  1825,  5803,19600520,  150,    0
  1825,  5803,19600521,  178,    0
  1825,  5803,19600522,  150,    0
  1825,  5803,19600523,  122,    1
  1825,  5803,19600524,  183,    0
  1825,  5803,19600525,  233,    0
  1825,  5803,19600526,  217,    0
  1825,  5803,19600527,  156,    1
  1825,  5803,19600528,  144,    0
  1825,  5803,19600529,  150,    0
  1825,  5803,19600530,  200,    0
  1825,  5803,19600531,  211,    0
  1825,  5803,19600601,  228,    0
  1825,  5803,19600602,  222,    0
  1825,  5803,19600603,  217,    0
  1825,  5803,19600604,  189,    0
  1825,  5803,19600605,  206,    0
  1825,  5803,19600606,  183,    0
  1825,  5803,19600607,  172,    0
  1825,  5803,19600608,  161,    0
  1825,  5803,19600609,  172,    0
  1825,  5803,19600610,  156,    0
  1825,  5803,19600611,  161,    0
  1825,  5803,19600612,  167,    0
  1825,  5803,19600613,  144,    0
  1825,  5803,19600614,  183,    0
  1825,  5803,19600615,  211,    0
  1825,  5803,19600616,  261,    0
  1825,  5803,19600617,  183,    1
  1825,  5803,19600618,  189,    0
  1825,  5803,19600619,  217,    0
  1825,  5803,19600620,  178,    0
  1825,  5803,19600621,  183,    0
  1825,  5803,19600622,  206,    0
  1825,  5803,19600623,  178,    0
  1825,  5803,19600624,  222,    0
  1825,  5803,19600625,  167,    0
  1825,  5803,19600626,  167,    0
  1825,  5803,19600627,  139,    0
  1825,  5803,19600628,  133,    0
  1825,  5803,19600629,  150,    0
  1825,  5803,19600630,  167,    0
  1825,  5803,19600701,  144,    0
  1825,  5803,19600702,  156,    0
  1825,  5803,19600703,  194,    0
  1825,  5803,19600704,  172,    0
  1825,  5803,19600705,  133,    1
  1825,  5803,19600706,  139,    0
  1825,  5803,19600707,  161,    0
  1825,  5803,19600708,  178,    0
  1825,  5803,19600709,  156,    0
  1825,  5803,19600710,  156,    0
  1825,  5803,19600711,  189,    0
  1825,  5803,19600712,  167,    0
  1825,  5803,19600713,  200,    0
  1825,  5803,19600714,  189,    0
  1825,  5803,19600715,  189,    0
  1825,  5803,19600716,  156,    0
  1825,  5803,19600717,  189,    0
  1825,  5803,19600718,  161,    0
  1825,  5803,19600719,  167,    0
  1825,  5803,19600720,  183,    0
  1825,  5803,19600721,  161,    0
  1825,  5803,19600722,  178,    0
  1825,  5803,19600723,  228,    0
  1825,  5803,19600724,  194,    0
  1825,  5803,19600725,  178,    0
  1825,  5803,19600726,  178,    0
  1825,  5803,19600727,  167,    0
  1825,  5803,19600728,  211,    0
  1825,  5803,19600729,  183,    0
  1825,  5803,19600730,  183,    0
  1825,  5803,19600731,  194,    0
  1825,  5803,19600801,  150,    0
  1825,  5803,19600802,  183,    0
  1825,  5803,19600803,  167,    0
  1825,  5803,19600804,  194,    0
  1825,  5803,19600805,  200,    0
  1825,  5803,19600806,  133,    1
  1825,  5803,19600807,  167,    0
  1825,  5803,19600808,  161,    0
  1825,  5803,19600809,  133,    0
  1825,  5803,19600810,  150,    0
  1825,  5803,19600811,  156,    0
  1825,  5803,19600812,  144,    0
  1825,  5803,19600813,  156,    0
  1825,  5803,19600814,  167,    0
  1825,  5803,19600815,  167,    0
  1825,  5803,19600816,  139,    0
  1825,  5803,19600817,  144,    0
  1825,  5803,19600818,  178,    0
  1825,  5803,19600819,  178,    0
  1825,  5803,19600820,  167,    0
  1825,  5803,19600821,  217,    0
  1825,  5803,19600822,  211,    0
  1825,  5803,19600823,  200,    0
  1825,  5803,19600824,  161,    0
  1825,  5803,19600825,  189,    0
  1825,  5803,19600826,  161,    0
  1825,  5803,19600827,  161,    0
  1825,  5803,19600828,  189,    0
  1825,  5803,19600829,  150,    0
  1825,  5803,19600830,  139,    0
  1825,  5803,19600831,  150,    0
  1825,  5803,19600901,  144,    0
  1825,  5803,19600902,  133,    0
  1825,  5803,19600903,  144,    0
  1825,  5803,19600904,  133,    0
  1825,  5803,19600905,  133,    0
  1825,  5803,19600906,  178,    0
  1825,  5803,19600907,  178,    0
  1825,  5803,19600908,  206,    0
  1825,  5803,19600909,  200,    0
  1825,  5803,19600910,  217,    0
  1825,  5803,19600911,  167,    1
  1825,  5803,19600912,  183,    0
  1825,  5803,19600913,  133,    0
  1825,  5803,19600914,  144,    0
  1825,  5803,19600915,  150,    0
  1825,  5803,19600916,  139,    0
  1825,  5803,19600917,  172,    0
  1825,  5803,19600918,  167,    0
  1825,  5803,19600919,  117,    1
  1825,  5803,19600920,  144,    0
  1825,  5803,19600921,  139,    0
  1825,  5803,19600922,  161,    0
  1825,  5803,19600923,  156,    0
  1825,  5803,19600924,  144,    0
  1825,  5803,19600925,  111,    0
  1825,  5803,19600926,  128,    0
  1825,  5803,19600927,  139,    0
  1825,  5803,19600928,  139,    0
  1825,  5803,19600929,  122,    0
  1825,  5803,19600930,  122,    0
  1825,  5803,19601001,  128,    0
  1825,  5803,19601002,  139,    0
  1825,  5803,19601003,  139,    0
  1825,  5803,19601004,  128,    0
  1825,  5803,19601005,  128,    0
  1825,  5803,19601006,  133,    0
  1825,  5803,19601007,  133,    0
  1825,  5803,19601008,  117,    0
  1825,  5803,19601009,   94,    1
  1825,  5803,19601010,   89,    1
  1825,  5803,19601011,   94,    0
  1825,  5803,19601012,  100,    0
  1825,  5803,19601013,  122,    0
  1825,  5803,19601014,   94,    0
  1825,  5803,19601015,  117,    0
  1825,  5803,19601016,  117,    0
  1825,  5803,19601017,  117,    0
  1825,  5803,19601018,  111,    0
  1825,  5803,19601019,  106,    0
  1825,  5803,19601020,  106,    0
  1825,  5803,19601021,  100,    0
  1825,  5803,19601022,  100,    0
  1825,  5803,19601023,  100,    0
  1825,  5803,19601024,  117,    0
  1825,  5803,19601025,  111,    0
  1825,  5803,19601026,   94,    1
  1825,  5803,19601027,   89,    1
  1825,  5803,19601028,  106,    0
  1825,  5803,19601029,   89,    1
  1825,  5803,19601030,   94,    0
  1825,  5803,19601031,  111,    0
  1825,  5803,19601101,  100,    0
  1825,  5803,19601102,  100,    0
  1825,  5803,19601103,   94,    0
  1825,  5803,19601104,   94,    0
  1825,  5803,19601105,   61,    1
  1825,  5803,19601106,   67,    0
  1825,  5803,19601107,   72,    0
  1825,  5803,19601108,   89,    0
  1825,  5803,19601109,   94,    0
  1825,  5803,19601110,  106,    0
  1825,  5803,19601111,   94,    0
  1825,  5803,19601112,   94,    0
  1825,  5803,19601113,   89,    0
  1825,  5803,19601114,   78,    0
  1825,  5803,19601115,   83,    0
  1825,  5803,19601116,   56,    0
  1825,  5803,19601117,   44,    0
  1825,  5803,19601118,   67,    0
  1825,  5803,19601119,   94,    0
  1825,  5803,19601120,   94,    0
  1825,  5803,19601121,   89,    0
  1825,  5803,19601122,   89,    0
  1825,  5803,19601123,   83,    0
  1825,  5803,19601124,   83,    0
  1825,  5803,19601125,   67,    0
  1825,  5803,19601126,   50,    0
  1825,  5803,19601127,   50,    0
  1825,  5803,19601128,  100,    0
  1825,  5803,19601129,  128,    0
  1825,  5803,19601130,   83,    0
  1825,  5803,19601201,   72,    0
  1825,  5803,19601202,   67,    0
  1825,  5803,19601203,   56,    0
  1825,  5803,19601204,   56,    0
  1825,  5803,19601205,   56,    0
  1825,  5803,19601206,    6,    1
  1825,  5803,19601207,   50,    0
  1825,  5803,19601208,   56,    0
  1825,  5803,19601209,   33,    0
  1825,  5803,19601210,   39,    0
  1825,  5803,19601211,   56,    0
  1825,  5803,19601212,   17,    0
  1825,  5803,19601213,    6,    0
  1825,  5803,19601214,   50,    0
  1825,  5803,19601215,  111,    0
  1825,  5803,19601216,  100,    0
  1825,  5803,19601217,   56,    1
  1825,  5803,19601218,    6,    1
  1825,  5803,19601219,   28,    0
  1825,  5803,19601220,   39,    0
  1825,  5803,19601221,   67,    0
  1825,  5803,19601222,   72,    0
  1825,  5803,19601223,   33,    1
  1825,  5803,19601224,   94,    0
  1825,  5803,19601225,   56,    0
  1825,  5803,19601226,   50,    0
  1825,  5803,19601227,   50,    0
  1825,  5803,19601228,   56,    0
  1825,  5803,19601229,   61,    0
  1825,  5803,19601230,   56,    0
  1825,  5803,19601231,   57,    0
  1825,  5803,19610101,   56,    0
  1825,  5803,19610102,   48,    0
  1825,  5803,19610103,   51,    0
  1825,  5803,19610104,   44,    0
  1825,  5803,19610105,   48,    0
  1825,  5803,19610106,   33,    0
  1825,  5803,19610107,   22,    0
  1825,  5803,19610108,   34,    0
  1825,  5803,19610109,   28,    0
  1825,  5803,19610110,   42,    0
  1825,  5803,19610111,   86,    0
  1825,  5803,19610112,   53,    0
  1825,  5803,19610113,   57,    0
  1825,  5803,19610114,   18,    1
  1825,  5803,19610115,   51,    0
  1825,  5803,19610116,   50,    0
  1825,  5803,19610117,   67,    0
  1825,  5803,19610118,   67,    0
  1825,  5803,19610119,   61,    0
  1825,  5803,19610120,   65,    0
  1825,  5803,19610121,   48,    0
  1825,  5803,19610122,   39,    1
  1825,  5803,19610123,   33,    0
  1825,  5803,19610124,   26,    0
  1825,  5803,19610125,   45,    0
  1825,  5803,19610126,   88,    0
  1825,  5803,19610127,   50,    0
  1825,  5803,19610128,   68,    0
  1825,  5803,19610129,   75,    0
  1825,  5803,19610130,   71,    0
  1825,  5803,19610131,   53,    0
  1825,  5803,19610201,   31,    0
  1825,  5803,19610202,   28,    0
  1825,  5803,19610203,   24,    0
  1825,  5803,19610204,   89,    0
  1825,  5803,19610205,   61,    0
  1825,  5803,19610206,   72,    0
  1825,  5803,19610207,   94,    0
  1825,  5803,19610208,   96,    0
  1825,  5803,19610209,  112,    0
  1825,  5803,19610210,   83,    0
  1825,  5803,19610211,   96,    0
  1825,  5803,19610212,  106,    0
  1825,  5803,19610213,  111,    0
  1825,  5803,19610214,  139,    0
  1825,  5803,19610215,  107,    0
  1825,  5803,19610216,  112,    0
  1825,  5803,19610217,  133,    0
  1825,  5803,19610218,  122,    0
  1825,  5803,19610219,  128,    0
  1825,  5803,19610220,  100,    0
  1825,  5803,19610221,   60,    0
  1825,  5803,19610222,   66,    0
  1825,  5803,19610223,   57,    0
  1825,  5803,19610224,   74,    0
  1825,  5803,19610225,   99,    0
  1825,  5803,19610226,   95,    0
  1825,  5803,19610227,   94,    0
  1825,  5803,19610228,  111,    0
  1825,  5803,19610301,  103,    0
  1825,  5803,19610302,  100,    0
  1825,  5803,19610303,  125,    0
  1825,  5803,19610304,  156,    0
  1825,  5803,19610305,  144,    0
  1825,  5803,19610306,  142,    0
  1825,  5803,19610307,  176,    0
  1825,  5803,19610308,  166,    0
  1825,  5803,19610309,  128,    0
  1825,  5803,19610310,  127,    0
  1825,  5803,19610311,  128,    0
  1825,  5803,19610312,  168,    0
  1825,  5803,19610313,  164,    0
  1825,  5803,19610314,  152,    0
  1825,  5803,19610315,  161,    0
  1825,  5803,19610316,  144,    0
  1825,  5803,19610317,   73,    1
  1825,  5803,19610318,   91,    0
  1825,  5803,19610319,  100,    0
  1825,  5803,19610320,   89,    0
  1825,  5803,19610321,  117,    0
  1825,  5803,19610322,  140,    0
  1825,  5803,19610323,  143,    0
  1825,  5803,19610324,  134,    0
  1825,  5803,19610325,   89,    1
  1825,  5803,19610326,   66,    1
  1825,  5803,19610327,  128,    0
  1825,  5803,19610328,  150,    0
  1825,  5803,19610329,   77,    1
  1825,  5803,19610330,   94,    0
  1825,  5803,19610331,   69,    0
  1825,  5803,19610401,   51,    0
  1825,  5803,19610402,   62,    0
  1825,  5803,19610403,   53,    0
  1825,  5803,19610404,   73,    0
  1825,  5803,19610405,   67,    0
  1825,  5803,19610406,  100,    0
  1825,  5803,19610407,   99,    0
  1825,  5803,19610408,   68,    0
  1825,  5803,19610409,  117,    0
  1825,  5803,19610410,  167,    0
  1825,  5803,19610411,  151,    0
  1825,  5803,19610412,  166,    0
  1825,  5803,19610413,  149,    0
  1825,  5803,19610414,  133,    0
  1825,  5803,19610415,  136,    0
  1825,  5803,19610416,   92,    0
  1825,  5803,19610417,  102,    0
  1825,  5803,19610418,   84,    0
  1825,  5803,19610419,   86,    0
  1825,  5803,19610420,  140,    0
  1825,  5803,19610421,  129,    0
  1825,  5803,19610422,  111,    0
  1825,  5803,19610423,  157,    0
  1825,  5803,19610424,  124,    0
  1825,  5803,19610425,  100,    0
  1825,  5803,19610426,  124,    0
  1825,  5803,19610427,  135,    0
  1825,  5803,19610428,   96,    1
  1825,  5803,19610429,  114,    0
  1825,  5803,19610430,  131,    0
  1825,  5803,19610501,  152,    0
  1825,  5803,19610502,  162,    0
  1825,  5803,19610503,  138,    0
  1825,  5803,19610504,  147,    0
  1825,  5803,19610505,  138,    0
  1825,  5803,19610506,  151,    0
  1825,  5803,19610507,  144,    0
  1825,  5803,19610508,  122,    0
  1825,  5803,19610509,  134,    0
  1825,  5803,19610510,  183,    0
  1825,  5803,19610511,  161,    0
  1825,  5803,19610512,  102,    1
  1825,  5803,19610513,   97,    0
  1825,  5803,19610514,  122,    0
  1825,  5803,19610515,  110,    0
  1825,  5803,19610516,  103,    0
  1825,  5803,19610517,  121,    0
  1825,  5803,19610518,  133,    0
  1825,  5803,19610519,  104,    1
  1825,  5803,19610520,  140,    0
  1825,  5803,19610521,  130,    0
  1825,  5803,19610522,  158,    0
  1825,  5803,19610523,  149,    0
  1825,  5803,19610524,   91,    1
  1825,  5803,19610525,   82,    0
  1825,  5803,19610526,  100,    0
  1825,  5803,19610527,  111,    0
  1825,  5803,19610528,  100,    0
  1825,  5803,19610529,  117,    0
  1825,  5803,19610530,  132,    0
  1825,  5803,19610531,  142,    0
  1825,  5803,19610601,  174,    0
  1825,  5803,19610602,  216,    0
  1825,  5803,19610603,  166,    0
  1825,  5803,19610604,  195,    0
  1825,  5803,19610605,  160,    0
  1825,  5803,19610606,  129,    1
  1825,  5803,19610607,  144,    0
  1825,  5803,19610608,  137,    0
  1825,  5803,19610609,  113,    0
  1825,  5803,19610610,  130,    0
  1825,  5803,19610611,  128,    0
  1825,  5803,19610612,  134,    0
  1825,  5803,19610613,  140,    0
  1825,  5803,19610614,  188,    0
  1825,  5803,19610615,  177,    0
  1825,  5803,19610616,  166,    0
  1825,  5803,19610617,  180,    0
  1825,  5803,19610618,  183,    0
  1825,  5803,19610619,  162,    0
  1825,  5803,19610620,  153,    0
  1825,  5803,19610621,  185,    0
  1825,  5803,19610622,  194,    0
  1825,  5803,19610623,  215,    0
  1825,  5803,19610624,  176,    0
  1825,  5803,19610625,  147,    1
  1825,  5803,19610626,  159,    0
  1825,  5803,19610627,  221,    0
  1825,  5803,19610628,  226,    0
  1825,  5803,19610629,  213,    0
  1825,  5803,19610630,  236,    0
  1825,  5803,19610701,  170,    1
  1825,  5803,19610702,  158,    0
  1825,  5803,19610703,  135,    0
  1825,  5803,19610704,  150,    0
  1825,  5803,19610705,  180,    0
  1825,  5803,19610706,  176,    0
  1825,  5803,19610707,  191,    0
  1825,  5803,19610708,  180,    0
  1825,  5803,19610709,  163,    0
  1825,  5803,19610710,  152,    0
  1825,  5803,19610711,  123,    0
  1825,  5803,19610712,  164,    0
  1825,  5803,19610713,  157,    0
  1825,  5803,19610714,  145,    0
  1825,  5803,19610715,  171,    0
  1825,  5803,19610716,  166,    0
  1825,  5803,19610717,  156,    0
  1825,  5803,19610718,  147,    0
  1825,  5803,19610719,  130,    0
  1825,  5803,19610720,  128,    0
  1825,  5803,19610721,  158,    0
  1825,  5803,19610722,  153,    0
  1825,  5803,19610723,  190,    0
  1825,  5803,19610724,  172,    0
  1825,  5803,19610725,  196,    0
  1825,  5803,19610726,  168,    0
  1825,  5803,19610727,  133,    1
  1825,  5803,19610728,  166,    0
  1825,  5803,19610729,  195,    0
  1825,  5803,19610730,  159,    0
  1825,  5803,19610731,  180,    0
  1825,  5803,19610801,  159,    0
  1825,  5803,19610802,  168,    0
  1825,  5803,19610803,  187,    0
  1825,  5803,19610804,  166,    0
  1825,  5803,19610805,  170,    0
  1825,  5803,19610806,  166,    0
  1825,  5803,19610807,  142,    0
  1825,  5803,19610808,  158,    0
  1825,  5803,19610809,  154,    0
  1825,  5803,19610810,  143,    0
  1825,  5803,19610811,  200,    0
  1825,  5803,19610812,  196,    0
  1825,  5803,19610813,  160,    0
  1825,  5803,19610814,  149,    0
  1825,  5803,19610815,  166,    0
  1825,  5803,19610816,  165,    0
  1825,  5803,19610817,  170,    0
  1825,  5803,19610818,  156,    0
  1825,  5803,19610819,  160,    0
  1825,  5803,19610820,  178,    0
  1825,  5803,19610821,  155,    0
  1825,  5803,19610822,  175,    0
  1825,  5803,19610823,  176,    0
  1825,  5803,19610824,  168,    0
  1825,  5803,19610825,  188,    0
  1825,  5803,19610826,  202,    0
  1825,  5803,19610827,  214,    0
  1825,  5803,19610828,  222,    0
  1825,  5803,19610829,  208,    0
  1825,  5803,19610830,  198,    0
  1825,  5803,19610831,  213,    0
  1825,  5803,19610901,  189,    0
  1825,  5803,19610902,  146,    1
  1825,  5803,19610903,  163,    0
  1825,  5803,19610904,  143,    0
  1825,  5803,19610905,  133,    0
  1825,  5803,19610906,  146,    0
  1825,  5803,19610907,  126,    0
  1825,  5803,19610908,  172,    0
  1825,  5803,19610909,  186,    0
  1825,  5803,19610910,  186,    0
  1825,  5803,19610911,  151,    0
  1825,  5803,19610912,  174,    0
  1825,  5803,19610913,  181,    0
  1825,  5803,19610914,  186,    0
  1825,  5803,19610915,  199,    0
  1825,  5803,19610916,  183,    0
  1825,  5803,19610917,  197,    0
  1825,  5803,19610918,  150,    0
  1825,  5803,19610919,  198,    0
  1825,  5803,19610920,  184,    0
  1825,  5803,19610921,  180,    0
  1825,  5803,19610922,  177,    0
  1825,  5803,19610923,  160,    0
  1825,  5803,19610924,  158,    0
  1825,  5803,19610925,  146,    0
  1825,  5803,19610926,  145,    0
  1825,  5803,19610927,  151,    0
  1825,  5803,19610928,  138,    0
  1825,  5803,19610929,  126,    0
  1825,  5803,19610930,  136,    0
  1825,  5803,19611001,  148,    0
  1825,  5803,19611002,  136,    0
  1825,  5803,19611003,  142,    0
  1825,  5803,19611004,  145,    0
  1825,  5803,19611005,  139,    0
  1825,  5803,19611006,  139,    0
  1825,  5803,19611007,  144,    0
  1825,  5803,19611008,  150,    0
  1825,  5803,19611009,  157,    0
  1825,  5803,19611010,  134,    0
  1825,  5803,19611011,  149,    0
  1825,  5803,19611012,  165,    0
  1825,  5803,19611013,  182,    0
  1825,  5803,19611014,  163,    0
  1825,  5803,19611015,  119,    0
  1825,  5803,19611016,   91,    0
  1825,  5803,19611017,  113,    0
  1825,  5803,19611018,   94,    0
  1825,  5803,19611019,   91,    0
  1825,  5803,19611020,  105,    0
  1825,  5803,19611021,  115,    0
  1825,  5803,19611022,  115,    0
  1825,  5803,19611023,  114,    0
  1825,  5803,19611024,   87,    0
  1825,  5803,19611025,   99,    0
  1825,  5803,19611026,  118,    0
  1825,  5803,19611027,   99,    0
  1825,  5803,19611028,   94,    0
  1825,  5803,19611029,   98,    0
  1825,  5803,19611030,   95,    0
  1825,  5803,19611031,  130,    0
  1825,  5803,19611101,  120,    0
  1825,  5803,19611102,   43,    1
  1825,  5803,19611103,   65,    0
  1825,  5803,19611104,  105,    0
  1825,  5803,19611105,  100,    0
  1825,  5803,19611106,   96,    0
  1825,  5803,19611107,  100,    0
  1825,  5803,19611108,   84,    0
  1825,  5803,19611109,   74,    0
  1825,  5803,19611110,   70,    0
  1825,  5803,19611111,   92,    0
  1825,  5803,19611112,   93,    0
  1825,  5803,19611113,   70,    0
  1825,  5803,19611114,   91,    0
  1825,  5803,19611115,  119,    0
  1825,  5803,19611116,   78,    1
  1825,  5803,19611117,   58,    1
  1825,  5803,19611118,   81,    0
  1825,  5803,19611119,   53,    0
  1825,  5803,19611120,   79,    0
  1825,  5803,19611121,   84,    0
  1825,  5803,19611122,   71,    0
  1825,  5803,19611123,   59,    0
  1825,  5803,19611124,   42,    0
  1825,  5803,19611125,   27,    0
  1825,  5803,19611126,   38,    0
  1825,  5803,19611127,   50,    0
  1825,  5803,19611128,   55,    0
  1825,  5803,19611129,   58,    0
  1825,  5803,19611130,   58,    0
  1825,  5803,19611201,   45,    0
  1825,  5803,19611202,   12,    1
  1825,  5803,19611203,   46,    0
  1825,  5803,19611204,   22,    0
  1825,  5803,19611205,    8,    0
  1825,  5803,19611206,   20,    0
  1825,  5803,19611207,   47,    0
  1825,  5803,19611208,   75,    0
  1825,  5803,19611209,   84,    0
  1825,  5803,19611210,   90,    0
  1825,  5803,19611211,  104,    0
  1825,  5803,19611212,   95,    0
  1825,  5803,19611213,   72,    0
  1825,  5803,19611214,   80,    0
  1825,  5803,19611215,  104,    0
  1825,  5803,19611216,   72,    0
  1825,  5803,19611217,   46,    0
  1825,  5803,19611218,   43,    0
  1825,  5803,19611219,   36,    0
