EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 11-07-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station DYCE, UNITED KINGDOM (STAID: 1825)
Blended and updated with sources:5803 903091 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
  1825,  5803,19881015,  116,    0
  1825,  5803,19881016,  113,    0
  1825,  5803,19881017,  116,    0
  1825,  5803,19881018,  114,    0
  1825,  5803,19881019,  109,    0
  1825,  5803,19881020,  110,    0
  1825,  5803,19881021,  154,    0
  1825,  5803,19881022,  100,    1
  1825,  5803,19881023,  102,    0
  1825,  5803,19881024,  126,    0
  1825,  5803,19881025,  152,    0
  1825,  5803,19881026,  144,    0
  1825,  5803,19881027,   69,    1
  1825,  5803,19881028,   55,    0
  1825,  5803,19881029,   85,    0
  1825,  5803,19881030,   94,    0
  1825,  5803,19881031,   94,    0
  1825,  5803,19881101,   82,    0
  1825,  5803,19881102,   74,    0
  1825,  5803,19881103,   63,    0
  1825,  5803,19881104,   85,    0
  1825,  5803,19881105,  115,    0
  1825,  5803,19881106,  104,    0
  1825,  5803,19881107,   96,    0
  1825,  5803,19881108,  111,    0
  1825,  5803,19881109,  130,    0
  1825,  5803,19881110,  103,    0
  1825,  5803,19881111,   92,    0
  1825,  5803,19881112,  112,    0
  1825,  5803,19881113,  137,    0
  1825,  5803,19881114,  111,    0
  1825,  5803,19881115,  111,    0
  1825,  5803,19881116,  100,    0
  1825,  5803,19881117,   48,    0
  1825,  5803,19881118,   33,    0
  1825,  5803,19881119,   16,    1
  1825,  5803,19881120,   40,    0
  1825,  5803,19881121,   62,    0
  1825,  5803,19881122,   78,    0
  1825,  5803,19881123,   94,    0
  1825,  5803,19881124,   90,    0
  1825,  5803,19881125,   79,    0
  1825,  5803,19881126,  100,    0
  1825,  5803,19881127,  108,    0
  1825,  5803,19881128,   62,    1
  1825,  5803,19881129,   58,    0
  1825,  5803,19881130,   43,    0
  1825,  5803,19881201,   42,    0
  1825,  5803,19881202,   70,    0
  1825,  5803,19881203,   74,    0
  1825,  5803,19881204,   63,    0
  1825,  5803,19881205,   69,    0
  1825,  5803,19881206,  121,    0
  1825,  5803,19881207,  104,    0
  1825,  5803,19881208,  130,    0
  1825,  5803,19881209,  126,    0
  1825,  5803,19881210,  110,    0
  1825,  5803,19881211,  123,    0
  1825,  5803,19881212,   95,    0
  1825,  5803,19881213,  101,    0
  1825,  5803,19881214,   86,    0
  1825,  5803,19881215,   75,    0
  1825,  5803,19881216,   91,    0
  1825,  5803,19881217,  119,    0
  1825,  5803,19881218,   66,    1
  1825,  5803,19881219,  110,    0
  1825,  5803,19881220,  109,    0
  1825,  5803,19881221,   78,    0
  1825,  5803,19881222,   81,    0
  1825,  5803,19881223,   98,    0
  1825,  5803,19881224,  108,    0
  1825,  5803,19881225,   92,    0
  1825,  5803,19881226,  106,    0
  1825,  5803,19881227,  131,    0
  1825,  5803,19881228,  131,    0
  1825,  5803,19881229,  122,    0
  1825,  5803,19881230,   98,    1
  1825,  5803,19881231,  117,    0
  1825,  5803,19890101,   78,    1
  1825,  5803,19890102,   79,    0
  1825,  5803,19890103,   73,    0
  1825,  5803,19890104,   67,    0
  1825,  5803,19890105,   78,    0
  1825,  5803,19890106,  145,    0
  1825,  5803,19890107,  124,    0
  1825,  5803,19890108,   80,    1
  1825,  5803,19890109,   64,    1
  1825,  5803,19890110,   79,    0
  1825,  5803,19890111,   74,    0
  1825,  5803,19890112,  101,    0
  1825,  5803,19890113,  131,    0
  1825,  5803,19890114,  146,    0
  1825,  5803,19890115,  104,    0
  1825,  5803,19890116,   74,    1
  1825,  5803,19890117,  106,    0
  1825,  5803,19890118,  103,    0
  1825,  5803,19890119,   96,    0
  1825,  5803,19890120,   68,    1
  1825,  5803,19890121,   97,    0
  1825,  5803,19890122,   98,    0
  1825,  5803,19890123,   98,    0
  1825,  5803,19890124,   75,    0
  1825,  5803,19890125,  102,    0
  1825,  5803,19890126,  125,    0
  1825,  5803,19890127,   87,    0
  1825,  5803,19890128,  133,    0
  1825,  5803,19890129,  137,    0
  1825,  5803,19890130,  104,    1
  1825,  5803,19890131,   88,    0
  1825,  5803,19890201,  108,    0
  1825,  5803,19890202,  126,    0
  1825,  5803,19890203,  100,    0
  1825,  5803,19890204,  133,    0
  1825,  5803,19890205,  154,    0
  1825,  5803,19890206,  105,    0
  1825,  5803,19890207,   71,    1
  1825,  5803,19890208,   77,    0
  1825,  5803,19890209,  102,    0
  1825,  5803,19890210,   74,    0
  1825,  5803,19890211,   60,    0
  1825,  5803,19890212,  104,    0
  1825,  5803,19890213,  129,    0
  1825,  5803,19890214,   54,    1
  1825,  5803,19890215,   31,    1
  1825,  5803,19890216,   65,    0
  1825,  5803,19890217,  103,    0
  1825,  5803,19890218,   73,    0
  1825,  5803,19890219,   74,    0
  1825,  5803,19890220,   81,    0
  1825,  5803,19890221,   60,    0
  1825,  5803,19890222,   42,    0
  1825,  5803,19890223,   89,    0
  1825,  5803,19890224,   45,    1
  1825,  5803,19890225,   49,    0
  1825,  5803,19890226,   72,    0
  1825,  5803,19890227,   60,    0
  1825,  5803,19890228,   82,    0
  1825,  5803,19890301,   66,    0
  1825,  5803,19890302,   71,    0
  1825,  5803,19890303,   94,    0
  1825,  5803,19890304,  105,    0
  1825,  5803,19890305,  120,    0
  1825,  5803,19890306,   91,    1
  1825,  5803,19890307,   70,    0
  1825,  5803,19890308,  117,    0
  1825,  5803,19890309,   89,    0
  1825,  5803,19890310,  101,    0
  1825,  5803,19890311,   86,    0
  1825,  5803,19890312,   68,    1
  1825,  5803,19890313,   66,    0
  1825,  5803,19890314,   77,    0
  1825,  5803,19890315,   58,    0
  1825,  5803,19890316,   69,    0
  1825,  5803,19890317,  121,    0
  1825,  5803,19890318,  109,    0
  1825,  5803,19890319,   69,    0
  1825,  5803,19890320,   85,    0
  1825,  5803,19890321,   76,    0
  1825,  5803,19890322,   78,    0
  1825,  5803,19890323,   88,    0
  1825,  5803,19890324,   96,    0
  1825,  5803,19890325,  125,    0
  1825,  5803,19890326,  139,    0
  1825,  5803,19890327,  109,    0
  1825,  5803,19890328,  125,    0
  1825,  5803,19890329,  155,    0
  1825,  5803,19890330,  109,    0
  1825,  5803,19890331,   64,    1
  1825,  5803,19890401,   62,    0
  1825,  5803,19890402,   61,    0
  1825,  5803,19890403,   69,    0
  1825,  5803,19890404,   54,    0
  1825,  5803,19890405,   59,    0
  1825,  5803,19890406,   86,    0
  1825,  5803,19890407,  103,    0
  1825,  5803,19890408,  100,    0
  1825,  5803,19890409,   86,    0
  1825,  5803,19890410,   76,    0
  1825,  5803,19890411,  125,    0
  1825,  5803,19890412,  116,    0
  1825,  5803,19890413,   99,    0
  1825,  5803,19890414,  130,    0
  1825,  5803,19890415,  121,    0
  1825,  5803,19890416,  108,    0
  1825,  5803,19890417,  105,    0
  1825,  5803,19890418,  102,    0
  1825,  5803,19890419,  114,    0
  1825,  5803,19890420,   97,    0
  1825,  5803,19890421,   51,    1
  1825,  5803,19890422,   59,    0
  1825,  5803,19890423,   66,    0
  1825,  5803,19890424,   78,    0
  1825,  5803,19890425,   89,    0
  1825,  5803,19890426,   95,    0
  1825,  5803,19890427,   86,    0
  1825,  5803,19890428,  109,    0
  1825,  5803,19890429,  143,    0
  1825,  5803,19890430,  174,    0
  1825,  5803,19890501,  186,    0
  1825,  5803,19890502,  179,    0
  1825,  5803,19890503,  160,    0
  1825,  5803,19890504,  139,    0
  1825,  5803,19890505,  127,    0
  1825,  5803,19890506,  152,    0
  1825,  5803,19890507,  153,    0
  1825,  5803,19890508,  110,    0
  1825,  5803,19890509,  115,    0
  1825,  5803,19890510,   84,    0
  1825,  5803,19890511,  104,    0
  1825,  5803,19890512,  112,    0
  1825,  5803,19890513,  158,    0
  1825,  5803,19890514,  166,    0
  1825,  5803,19890515,  152,    0
  1825,  5803,19890516,  164,    0
  1825,  5803,19890517,  170,    0
  1825,  5803,19890518,  135,    0
  1825,  5803,19890519,  144,    0
  1825,  5803,19890520,  170,    0
  1825,  5803,19890521,  166,    0
  1825,  5803,19890522,  193,    0
  1825,  5803,19890523,  111,    1
  1825,  5803,19890524,  139,    0
  1825,  5803,19890525,  149,    0
  1825,  5803,19890526,  171,    0
  1825,  5803,19890527,  159,    0
  1825,  5803,19890528,  121,    1
  1825,  5803,19890529,  108,    0
  1825,  5803,19890530,  104,    0
  1825,  5803,19890531,  122,    0
  1825,  5803,19890601,  103,    0
  1825,  5803,19890602,  120,    0
  1825,  5803,19890603,  129,    0
  1825,  5803,19890604,  113,    0
  1825,  5803,19890605,  117,    0
  1825,  5803,19890606,  128,    0
  1825,  5803,19890607,  116,    0
  1825,  5803,19890608,  147,    0
  1825,  5803,19890609,  165,    0
  1825,  5803,19890610,  173,    0
  1825,  5803,19890611,  218,    0
  1825,  5803,19890612,  188,    0
  1825,  5803,19890613,  204,    0
  1825,  5803,19890614,  188,    0
  1825,  5803,19890615,  233,    0
  1825,  5803,19890616,  207,    0
  1825,  5803,19890617,  221,    0
  1825,  5803,19890618,  239,    0
  1825,  5803,19890619,  266,    0
  1825,  5803,19890620,  150,    1
  1825,  5803,19890621,  179,    0
  1825,  5803,19890622,  150,    0
  1825,  5803,19890623,  181,    0
  1825,  5803,19890624,  168,    0
  1825,  5803,19890625,  174,    0
  1825,  5803,19890626,  132,    1
  1825,  5803,19890627,  126,    0
  1825,  5803,19890628,  139,    0
  1825,  5803,19890629,  126,    0
  1825,  5803,19890630,  140,    0
  1825,  5803,19890701,  194,    0
  1825,  5803,19890702,  221,    0
  1825,  5803,19890703,  248,    0
  1825,  5803,19890704,  218,    0
  1825,  5803,19890705,  226,    0
  1825,  5803,19890706,  204,    0
  1825,  5803,19890707,  144,    1
  1825,  5803,19890708,  157,    0
  1825,  5803,19890709,  204,    0
  1825,  5803,19890710,  257,    0
  1825,  5803,19890711,  241,    0
  1825,  5803,19890712,  151,    1
  1825,  5803,19890713,  199,    0
  1825,  5803,19890714,  209,    0
  1825,  5803,19890715,  192,    0
  1825,  5803,19890716,  192,    0
  1825,  5803,19890717,  172,    0
  1825,  5803,19890718,  210,    0
  1825,  5803,19890719,  164,    0
  1825,  5803,19890720,  164,    0
  1825,  5803,19890721,  185,    0
  1825,  5803,19890722,  231,    0
  1825,  5803,19890723,  222,    0
  1825,  5803,19890724,  221,    0
  1825,  5803,19890725,  198,    0
  1825,  5803,19890726,  196,    0
  1825,  5803,19890727,  219,    0
  1825,  5803,19890728,  214,    0
  1825,  5803,19890729,  165,    1
  1825,  5803,19890730,  150,    0
  1825,  5803,19890731,  155,    0
  1825,  5803,19890801,  211,    0
  1825,  5803,19890802,  180,    0
  1825,  5803,19890803,  196,    0
  1825,  5803,19890804,  165,    0
  1825,  5803,19890805,  203,    0
  1825,  5803,19890806,  229,    0
  1825,  5803,19890807,  204,    0
  1825,  5803,19890808,  218,    0
  1825,  5803,19890809,  187,    0
  1825,  5803,19890810,  197,    0
  1825,  5803,19890811,  188,    0
  1825,  5803,19890812,  177,    0
  1825,  5803,19890813,  173,    0
  1825,  5803,19890814,  197,    0
  1825,  5803,19890815,  197,    0
  1825,  5803,19890816,  195,    0
  1825,  5803,19890817,  193,    0
  1825,  5803,19890818,  185,    0
  1825,  5803,19890819,  182,    0
  1825,  5803,19890820,  193,    0
  1825,  5803,19890821,  196,    0
  1825,  5803,19890822,  198,    0
  1825,  5803,19890823,  153,    0
  1825,  5803,19890824,  155,    0
  1825,  5803,19890825,  130,    0
  1825,  5803,19890826,  148,    0
  1825,  5803,19890827,  148,    0
  1825,  5803,19890828,  179,    0
  1825,  5803,19890829,  188,    0
  1825,  5803,19890830,  172,    0
  1825,  5803,19890831,  159,    0
  1825,  5803,19890901,  124,    0
  1825,  5803,19890902,  147,    0
  1825,  5803,19890903,  164,    0
  1825,  5803,19890904,  196,    0
  1825,  5803,19890905,  207,    0
  1825,  5803,19890906,  125,    1
  1825,  5803,19890907,  153,    0
  1825,  5803,19890908,  137,    0
  1825,  5803,19890909,  137,    0
  1825,  5803,19890910,  147,    0
  1825,  5803,19890911,  169,    0
  1825,  5803,19890912,  188,    0
  1825,  5803,19890913,  142,    1
  1825,  5803,19890914,  132,    0
  1825,  5803,19890915,  168,    0
  1825,  5803,19890916,  175,    0
  1825,  5803,19890917,  175,    0
  1825,  5803,19890918,  156,    0
  1825,  5803,19890919,  180,    0
  1825,  5803,19890920,  161,    0
  1825,  5803,19890921,  163,    0
  1825,  5803,19890922,  172,    0
  1825,  5803,19890923,  195,    0
  1825,  5803,19890924,  166,    0
  1825,  5803,19890925,  177,    0
  1825,  5803,19890926,  135,    0
  1825,  5803,19890927,  148,    0
  1825,  5803,19890928,  160,    0
  1825,  5803,19890929,  134,    0
  1825,  5803,19890930,  157,    0
  1825,  5803,19891001,  126,    0
  1825,  5803,19891002,  112,    0
  1825,  5803,19891003,  146,    0
  1825,  5803,19891004,  129,    0
  1825,  5803,19891005,  131,    0
  1825,  5803,19891006,  122,    0
  1825,  5803,19891007,  150,    0
  1825,  5803,19891008,  130,    0
  1825,  5803,19891009,  144,    0
  1825,  5803,19891010,  126,    0
  1825,  5803,19891011,  121,    0
  1825,  5803,19891012,  130,    0
  1825,  5803,19891013,  102,    0
  1825,  5803,19891014,  143,    0
  1825,  5803,19891015,  178,    0
  1825,  5803,19891016,  162,    0
  1825,  5803,19891017,  120,    1
  1825,  5803,19891018,  124,    0
  1825,  5803,19891019,  122,    0
  1825,  5803,19891020,  122,    0
  1825,  5803,19891021,  115,    0
  1825,  5803,19891022,  135,    0
  1825,  5803,19891023,  136,    0
  1825,  5803,19891024,  125,    0
  1825,  5803,19891025,  124,    0
  1825,  5803,19891026,  110,    0
  1825,  5803,19891027,  121,    0
  1825,  5803,19891028,  116,    0
  1825,  5803,19891029,  124,    0
  1825,  5803,19891030,  120,    0
  1825,  5803,19891031,  114,    0
  1825,  5803,19891101,  118,    0
  1825,  5803,19891102,  122,    0
  1825,  5803,19891103,  104,    0
  1825,  5803,19891104,   83,    0
  1825,  5803,19891105,   89,    0
  1825,  5803,19891106,  112,    0
  1825,  5803,19891107,   59,    1
  1825,  5803,19891108,   97,    0
  1825,  5803,19891109,  108,    0
  1825,  5803,19891110,  108,    0
  1825,  5803,19891111,   86,    1
  1825,  5803,19891112,  122,    0
  1825,  5803,19891113,  103,    0
  1825,  5803,19891114,   91,    0
  1825,  5803,19891115,   98,    0
  1825,  5803,19891116,  102,    0
  1825,  5803,19891117,   99,    0
  1825,  5803,19891118,   93,    0
  1825,  5803,19891119,   83,    1
  1825,  5803,19891120,   79,    0
  1825,  5803,19891121,   63,    1
  1825,  5803,19891122,   62,    0
  1825,  5803,19891123,   45,    1
  1825,  5803,19891124,   58,    0
  1825,  5803,19891125,   77,    0
  1825,  5803,19891126,   81,    0
  1825,  5803,19891127,   69,    0
  1825,  5803,19891128,   39,    1
  1825,  5803,19891129,   70,    0
  1825,  5803,19891130,   53,    0
  1825,  5803,19891201,   63,    0
  1825,  5803,19891202,   83,    0
  1825,  5803,19891203,  102,    0
  1825,  5803,19891204,   91,    0
  1825,  5803,19891205,   85,    0
  1825,  5803,19891206,   59,    0
  1825,  5803,19891207,   67,    0
  1825,  5803,19891208,   63,    0
  1825,  5803,19891209,   71,    0
  1825,  5803,19891210,   52,    0
  1825,  5803,19891211,   33,    1
  1825,  5803,19891212,   20,    0
  1825,  5803,19891213,    0,    1
  1825,  5803,19891214,   28,    0
  1825,  5803,19891215,   84,    0
  1825,  5803,19891216,   88,    0
  1825,  5803,19891217,   51,    1
  1825,  5803,19891218,   53,    0
  1825,  5803,19891219,   71,    0
  1825,  5803,19891220,   70,    0
  1825,  5803,19891221,   64,    0
  1825,  5803,19891222,   82,    0
  1825,  5803,19891223,  102,    0
  1825,  5803,19891224,   78,    0
  1825,  5803,19891225,   74,    0
  1825,  5803,19891226,   13,    1
  1825,  5803,19891227,   54,    0
  1825,  5803,19891228,   59,    0
  1825,  5803,19891229,   50,    0
  1825,  5803,19891230,   57,    0
  1825,  5803,19891231,   63,    0
  1825,  5803,19900101,   59,    0
  1825,  5803,19900102,   61,    0
  1825,  5803,19900103,   70,    0
  1825,  5803,19900104,   89,    0
  1825,  5803,19900105,   83,    0
  1825,  5803,19900106,   76,    0
  1825,  5803,19900107,   83,    0
  1825,  5803,19900108,  102,    0
  1825,  5803,19900109,  104,    0
  1825,  5803,19900110,  122,    0
  1825,  5803,19900111,   86,    1
  1825,  5803,19900112,   65,    1
  1825,  5803,19900113,  130,    0
  1825,  5803,19900114,  143,    0
  1825,  5803,19900115,  105,    0
  1825,  5803,19900116,   67,    1
  1825,  5803,19900117,   79,    0
  1825,  5803,19900118,   72,    0
  1825,  5803,19900119,  108,    0
  1825,  5803,19900120,  113,    0
  1825,  5803,19900121,   80,    0
  1825,  5803,19900122,   56,    1
  1825,  5803,19900123,   39,    1
  1825,  5803,19900124,   34,    0
  1825,  5803,19900125,   55,    0
  1825,  5803,19900126,   54,    0
  1825,  5803,19900127,   50,    0
  1825,  5803,19900128,   77,    0
  1825,  5803,19900129,   78,    0
  1825,  5803,19900130,   77,    0
  1825,  5803,19900131,   69,    0
  1825,  5803,19900201,   60,    0
  1825,  5803,19900202,   82,    0
  1825,  5803,19900203,  126,    0
  1825,  5803,19900204,  132,    0
  1825,  5803,19900205,   90,    1
  1825,  5803,19900206,   95,    0
  1825,  5803,19900207,   73,    0
  1825,  5803,19900208,   89,    0
  1825,  5803,19900209,   74,    0
  1825,  5803,19900210,   52,    1
  1825,  5803,19900211,   51,    0
  1825,  5803,19900212,   32,    0
  1825,  5803,19900213,   49,    0
  1825,  5803,19900214,   52,    0
  1825,  5803,19900215,   67,    0
  1825,  5803,19900216,   78,    0
  1825,  5803,19900217,   83,    0
  1825,  5803,19900218,  118,    0
  1825,  5803,19900219,  116,    0
  1825,  5803,19900220,  108,    0
  1825,  5803,19900221,  138,    0
  1825,  5803,19900222,  145,    0
  1825,  5803,19900223,   75,    1
  1825,  5803,19900224,   84,    0
  1825,  5803,19900225,   53,    1
  1825,  5803,19900226,   69,    0
  1825,  5803,19900227,   56,    0
  1825,  5803,19900228,   38,    0
  1825,  5803,19900301,   75,    0
  1825,  5803,19900302,  100,    0
  1825,  5803,19900303,   98,    0
  1825,  5803,19900304,   94,    0
  1825,  5803,19900305,  126,    0
  1825,  5803,19900306,  155,    0
  1825,  5803,19900307,   82,    1
  1825,  5803,19900308,   50,    1
  1825,  5803,19900309,  152,    0
  1825,  5803,19900310,  115,    0
  1825,  5803,19900311,  105,    0
  1825,  5803,19900312,   81,    0
  1825,  5803,19900313,  115,    0
  1825,  5803,19900314,  148,    0
  1825,  5803,19900315,  138,    0
  1825,  5803,19900316,  148,    0
  1825,  5803,19900317,  152,    0
  1825,  5803,19900318,   97,    1
  1825,  5803,19900319,  114,    0
  1825,  5803,19900320,  119,    0
  1825,  5803,19900321,  120,    0
  1825,  5803,19900322,  133,    0
  1825,  5803,19900323,   81,    1
  1825,  5803,19900324,   77,    0
  1825,  5803,19900325,  118,    0
  1825,  5803,19900326,   97,    0
  1825,  5803,19900327,  106,    0
  1825,  5803,19900328,  144,    0
  1825,  5803,19900329,  187,    0
  1825,  5803,19900330,  144,    0
  1825,  5803,19900331,  153,    0
  1825,  5803,19900401,  111,    0
  1825,  5803,19900402,   31,    1
  1825,  5803,19900403,   62,    0
  1825,  5803,19900404,  108,    0
  1825,  5803,19900405,   73,    0
  1825,  5803,19900406,   87,    0
  1825,  5803,19900407,  129,    0
  1825,  5803,19900408,  126,    0
  1825,  5803,19900409,  131,    0
  1825,  5803,19900410,  186,    0
  1825,  5803,19900411,  128,    0
  1825,  5803,19900412,   82,    1
  1825,  5803,19900413,   91,    0
  1825,  5803,19900414,  124,    0
  1825,  5803,19900415,  106,    0
  1825,  5803,19900416,  104,    0
  1825,  5803,19900417,  111,    0
  1825,  5803,19900418,  109,    0
  1825,  5803,19900419,  143,    0
  1825,  5803,19900420,   94,    0
  1825,  5803,19900421,  141,    0
  1825,  5803,19900422,  142,    0
  1825,  5803,19900423,  173,    0
  1825,  5803,19900424,  136,    0
  1825,  5803,19900425,  103,    0
  1825,  5803,19900426,  115,    0
  1825,  5803,19900427,  186,    0
  1825,  5803,19900428,  214,    0
  1825,  5803,19900429,  156,    0
  1825,  5803,19900430,  188,    0
  1825,  5803,19900501,  202,    0
  1825,  5803,19900502,  211,    0
  1825,  5803,19900503,  243,    0
  1825,  5803,19900504,  125,    1
  1825,  5803,19900505,  148,    0
  1825,  5803,19900506,  116,    0
  1825,  5803,19900507,  131,    0
  1825,  5803,19900508,  126,    0
  1825,  5803,19900509,   96,    1
  1825,  5803,19900510,   94,    0
  1825,  5803,19900511,  108,    0
  1825,  5803,19900512,  140,    0
  1825,  5803,19900513,  156,    0
  1825,  5803,19900514,   89,    1
  1825,  5803,19900515,  109,    0
  1825,  5803,19900516,  104,    0
  1825,  5803,19900517,  113,    0
  1825,  5803,19900518,  124,    0
  1825,  5803,19900519,  145,    0
  1825,  5803,19900520,  121,    0
  1825,  5803,19900521,  154,    0
  1825,  5803,19900522,  156,    0
  1825,  5803,19900523,  118,    0
  1825,  5803,19900524,  130,    0
  1825,  5803,19900525,  147,    0
  1825,  5803,19900526,  138,    0
  1825,  5803,19900527,  141,    0
  1825,  5803,19900528,  195,    0
  1825,  5803,19900529,  157,    0
  1825,  5803,19900530,  130,    1
  1825,  5803,19900531,  144,    0
  1825,  5803,19900601,  153,    0
  1825,  5803,19900602,  143,    0
  1825,  5803,19900603,  146,    0
  1825,  5803,19900604,  146,    0
  1825,  5803,19900605,  139,    0
  1825,  5803,19900606,  154,    0
  1825,  5803,19900607,  154,    0
  1825,  5803,19900608,  186,    0
  1825,  5803,19900609,  121,    1
  1825,  5803,19900610,  115,    0
  1825,  5803,19900611,  115,    0
  1825,  5803,19900612,  137,    0
  1825,  5803,19900613,  163,    0
  1825,  5803,19900614,  167,    0
  1825,  5803,19900615,  170,    0
  1825,  5803,19900616,  162,    0
  1825,  5803,19900617,  180,    0
  1825,  5803,19900618,  163,    0
  1825,  5803,19900619,  178,    0
  1825,  5803,19900620,  133,    0
  1825,  5803,19900621,  143,    0
  1825,  5803,19900622,  162,    0
  1825,  5803,19900623,  170,    0
  1825,  5803,19900624,  174,    0
  1825,  5803,19900625,  186,    0
  1825,  5803,19900626,  170,    0
  1825,  5803,19900627,  188,    0
  1825,  5803,19900628,  164,    0
  1825,  5803,19900629,  140,    0
  1825,  5803,19900630,  170,    0
  1825,  5803,19900701,  148,    0
  1825,  5803,19900702,  186,    0
  1825,  5803,19900703,  135,    0
  1825,  5803,19900704,  122,    0
  1825,  5803,19900705,  166,    0
  1825,  5803,19900706,  161,    0
  1825,  5803,19900707,  186,    0
  1825,  5803,19900708,  162,    0
  1825,  5803,19900709,  184,    0
  1825,  5803,19900710,  194,    0
  1825,  5803,19900711,  179,    0
  1825,  5803,19900712,  168,    0
  1825,  5803,19900713,  158,    0
  1825,  5803,19900714,  159,    0
  1825,  5803,19900715,  193,    0
  1825,  5803,19900716,  175,    0
  1825,  5803,19900717,  209,    0
  1825,  5803,19900718,  277,    0
  1825,  5803,19900719,  182,    1
  1825,  5803,19900720,  185,    0
  1825,  5803,19900721,  163,    0
  1825,  5803,19900722,  166,    0
  1825,  5803,19900723,  168,    0
  1825,  5803,19900724,  192,    0
  1825,  5803,19900725,  176,    0
  1825,  5803,19900726,  191,    0
  1825,  5803,19900727,  233,    0
  1825,  5803,19900728,  198,    0
  1825,  5803,19900729,  231,    0
  1825,  5803,19900730,  227,    0
  1825,  5803,19900731,  226,    0
  1825,  5803,19900801,  258,    0
  1825,  5803,19900802,  213,    0
  1825,  5803,19900803,  219,    0
  1825,  5803,19900804,  165,    1
  1825,  5803,19900805,  154,    0
  1825,  5803,19900806,  188,    0
  1825,  5803,19900807,  178,    0
  1825,  5803,19900808,  192,    0
  1825,  5803,19900809,  232,    0
  1825,  5803,19900810,  216,    0
  1825,  5803,19900811,  208,    0
  1825,  5803,19900812,  207,    0
  1825,  5803,19900813,  188,    0
  1825,  5803,19900814,  135,    1
  1825,  5803,19900815,  152,    0
  1825,  5803,19900816,  143,    0
  1825,  5803,19900817,  146,    0
  1825,  5803,19900818,  159,    0
  1825,  5803,19900819,  172,    0
  1825,  5803,19900820,  194,    0
  1825,  5803,19900821,  194,    0
  1825,  5803,19900822,  221,    0
  1825,  5803,19900823,  244,    0
  1825,  5803,19900824,  172,    1
  1825,  5803,19900825,  187,    0
  1825,  5803,19900826,  228,    0
  1825,  5803,19900827,  217,    0
  1825,  5803,19900828,  211,    0
  1825,  5803,19900829,  172,    0
  1825,  5803,19900830,  199,    0
  1825,  5803,19900831,  174,    0
  1825,  5803,19900901,  245,    0
  1825,  5803,19900902,  199,    0
  1825,  5803,19900903,  167,    1
  1825,  5803,19900904,  138,    0
  1825,  5803,19900905,  165,    0
  1825,  5803,19900906,  146,    0
  1825,  5803,19900907,  161,    0
  1825,  5803,19900908,  179,    0
  1825,  5803,19900909,  177,    0
  1825,  5803,19900910,  176,    0
  1825,  5803,19900911,  166,    0
  1825,  5803,19900912,  195,    0
  1825,  5803,19900913,  140,    0
  1825,  5803,19900914,  138,    0
  1825,  5803,19900915,  132,    0
  1825,  5803,19900916,  155,    0
  1825,  5803,19900917,  193,    0
  1825,  5803,19900918,  120,    1
  1825,  5803,19900919,  115,    0
  1825,  5803,19900920,  116,    0
  1825,  5803,19900921,  125,    0
  1825,  5803,19900922,  104,    0
  1825,  5803,19900923,  121,    0
  1825,  5803,19900924,  119,    0
  1825,  5803,19900925,  116,    0
  1825,  5803,19900926,  140,    0
  1825,  5803,19900927,  175,    0
  1825,  5803,19900928,  114,    1
  1825,  5803,19900929,  111,    0
  1825,  5803,19900930,  140,    0
  1825,  5803,19901001,  130,    0
  1825,  5803,19901002,  140,    0
  1825,  5803,19901003,  140,    0
  1825,  5803,19901004,  168,    0
  1825,  5803,19901005,   89,    1
  1825,  5803,19901006,  114,    0
  1825,  5803,19901007,  142,    0
  1825,  5803,19901008,  172,    0
  1825,  5803,19901009,  140,    0
  1825,  5803,19901010,  125,    0
  1825,  5803,19901011,  143,    0
  1825,  5803,19901012,  150,    0
  1825,  5803,19901013,  163,    0
  1825,  5803,19901014,  144,    0
  1825,  5803,19901015,  146,    0
  1825,  5803,19901016,  111,    1
  1825,  5803,19901017,  127,    0
  1825,  5803,19901018,  103,    0
  1825,  5803,19901019,  115,    0
  1825,  5803,19901020,  111,    0
  1825,  5803,19901021,  105,    0
  1825,  5803,19901022,  114,    0
  1825,  5803,19901023,  118,    0
  1825,  5803,19901024,  115,    0
  1825,  5803,19901025,  118,    0
  1825,  5803,19901026,  107,    0
  1825,  5803,19901027,  102,    0
  1825,  5803,19901028,   95,    0
  1825,  5803,19901029,   63,    1
  1825,  5803,19901030,   83,    0
  1825,  5803,19901031,   92,    0
  1825,  5803,19901101,   74,    0
  1825,  5803,19901102,   83,    0
  1825,  5803,19901103,   71,    0
  1825,  5803,19901104,   81,    0
  1825,  5803,19901105,   77,    0
