EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 11-07-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 SS   : Sunshine in 0.1 Hours
30-34 Q_SS : quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station DYCE, UNITED KINGDOM (STAID: 1825)
Blended and updated with sources:16434 903091 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   SS, Q_SS
  1825, 16434,19700809,    7,    0
  1825, 16434,19700810,   53,    0
  1825, 16434,19700811,   63,    0
  1825, 16434,19700812,   97,    0
  1825, 16434,19700813,   29,    0
  1825, 16434,19700814,  116,    0
  1825, 16434,19700815,   44,    0
  1825, 16434,19700816,    0,    0
  1825, 16434,19700817,    0,    0
  1825, 16434,19700818,   33,    0
  1825, 16434,19700819,   13,    0
  1825, 16434,19700820,    0,    0
  1825, 16434,19700821,    1,    0
  1825, 16434,19700822,    0,    0
  1825, 16434,19700823,  105,    0
  1825, 16434,19700824,    2,    0
  1825, 16434,19700825,    0,    0
  1825, 16434,19700826,   55,    0
  1825, 16434,19700827,   29,    0
  1825, 16434,19700828,   66,    0
  1825, 16434,19700829,   11,    0
  1825, 16434,19700830,   25,    0
  1825, 16434,19700831,   98,    0
  1825, 16434,19700901,   53,    0
  1825, 16434,19700902,    0,    0
  1825, 16434,19700903,   88,    0
  1825, 16434,19700904,   20,    0
  1825, 16434,19700905,   68,    0
  1825, 16434,19700906,   25,    0
  1825, 16434,19700907,    0,    0
  1825, 16434,19700908,    1,    0
  1825, 16434,19700909,   25,    0
  1825, 16434,19700910,   23,    0
  1825, 16434,19700911,   38,    0
  1825, 16434,19700912,   12,    0
  1825, 16434,19700913,   72,    0
  1825, 16434,19700914,   42,    0
  1825, 16434,19700915,   94,    0
  1825, 16434,19700916,   41,    0
  1825, 16434,19700917,    6,    0
  1825, 16434,19700918,    9,    0
  1825, 16434,19700919,   36,    0
  1825, 16434,19700920,    3,    0
  1825, 16434,19700921,    2,    0
  1825, 16434,19700922,    0,    0
  1825, 16434,19700923,   25,    0
  1825, 16434,19700924,   58,    0
  1825, 16434,19700925,   17,    0
  1825, 16434,19700926,    0,    0
  1825, 16434,19700927,   67,    0
  1825, 16434,19700928,    0,    0
  1825, 16434,19700929,   61,    0
  1825, 16434,19700930,   63,    0
  1825, 16434,19701001,   11,    0
  1825, 16434,19701002,   87,    0
  1825, 16434,19701003,   29,    0
  1825, 16434,19701004,    2,    0
  1825, 16434,19701005,   80,    0
  1825, 16434,19701006,   34,    0
  1825, 16434,19701007,   31,    0
  1825, 16434,19701008,   53,    0
  1825, 16434,19701009,   77,    0
  1825, 16434,19701010,   83,    0
  1825, 16434,19701011,    0,    0
  1825, 16434,19701012,    0,    0
  1825, 16434,19701013,   13,    0
  1825, 16434,19701014,    0,    0
  1825, 16434,19701015,   26,    0
  1825, 16434,19701016,   39,    0
  1825, 16434,19701017,   30,    0
  1825, 16434,19701018,    2,    0
  1825, 16434,19701019,   70,    0
  1825, 16434,19701020,   22,    0
  1825, 16434,19701021,   11,    0
  1825, 16434,19701022,   25,    0
  1825, 16434,19701023,    7,    0
  1825, 16434,19701024,    0,    0
  1825, 16434,19701025,    2,    0
  1825, 16434,19701026,   58,    0
  1825, 16434,19701027,    0,    0
  1825, 16434,19701028,   24,    0
  1825, 16434,19701029,    0,    0
  1825, 16434,19701030,   58,    0
  1825, 16434,19701031,    0,    0
  1825, 16434,19701101,   22,    0
  1825, 16434,19701102,    0,    0
  1825, 16434,19701103,    9,    0
  1825, 16434,19701104,    8,    0
  1825, 16434,19701105,   71,    0
  1825, 16434,19701106,   20,    0
  1825, 16434,19701107,   41,    0
  1825, 16434,19701108,   17,    0
  1825, 16434,19701109,   10,    0
  1825, 16434,19701110,   18,    0
  1825, 16434,19701111,   16,    0
  1825, 16434,19701112,   54,    0
  1825, 16434,19701113,   47,    0
  1825, 16434,19701114,   54,    0
  1825, 16434,19701115,   64,    0
  1825, 16434,19701116,   40,    0
  1825, 16434,19701117,    0,    0
  1825, 16434,19701118,   18,    0
  1825, 16434,19701119,    1,    0
  1825, 16434,19701120,   47,    0
  1825, 16434,19701121,    0,    0
  1825, 16434,19701122,   50,    0
  1825, 16434,19701123,    0,    0
  1825, 16434,19701124,    0,    0
  1825, 16434,19701125,    0,    0
  1825, 16434,19701126,    0,    0
  1825, 16434,19701127,    0,    0
  1825, 16434,19701128,    0,    0
  1825, 16434,19701129,    0,    0
  1825, 16434,19701130,    0,    0
  1825, 16434,19701201,   39,    0
  1825, 16434,19701202,    0,    0
  1825, 16434,19701203,    9,    0
  1825, 16434,19701204,   60,    0
  1825, 16434,19701205,   33,    0
  1825, 16434,19701206,   29,    0
  1825, 16434,19701207,    5,    0
  1825, 16434,19701208,   28,    0
  1825, 16434,19701209,   14,    0
  1825, 16434,19701210,    0,    0
  1825, 16434,19701211,    0,    0
  1825, 16434,19701212,    0,    0
  1825, 16434,19701213,    2,    0
  1825, 16434,19701214,   11,    0
  1825, 16434,19701215,    5,    0
  1825, 16434,19701216,   34,    0
  1825, 16434,19701217,   47,    0
  1825, 16434,19701218,    0,    0
  1825, 16434,19701219,    0,    0
  1825, 16434,19701220,   43,    0
  1825, 16434,19701221,   32,    0
  1825, 16434,19701222,    0,    0
  1825, 16434,19701223,    3,    0
  1825, 16434,19701224,    0,    0
  1825, 16434,19701225,   27,    0
  1825, 16434,19701226,    0,    0
  1825, 16434,19701227,    0,    0
  1825, 16434,19701228,    0,    0
  1825, 16434,19701229,    5,    0
  1825, 16434,19701230,   13,    0
  1825, 16434,19701231,    2,    0
  1825, 16434,19710101,   12,    0
  1825, 16434,19710102,    0,    0
  1825, 16434,19710103,    0,    0
  1825, 16434,19710104,    3,    0
  1825, 16434,19710105,    0,    0
  1825, 16434,19710106,    0,    0
  1825, 16434,19710107,   27,    0
  1825, 16434,19710108,    0,    0
  1825, 16434,19710109,    0,    0
  1825, 16434,19710110,    0,    0
  1825, 16434,19710111,    0,    0
  1825, 16434,19710112,    0,    0
  1825, 16434,19710113,    0,    0
  1825, 16434,19710114,    0,    0
  1825, 16434,19710115,    0,    0
  1825, 16434,19710116,   41,    0
  1825, 16434,19710117,    0,    0
  1825, 16434,19710118,    0,    0
  1825, 16434,19710119,   13,    0
  1825, 16434,19710120,   22,    0
  1825, 16434,19710121,    0,    0
  1825, 16434,19710122,    0,    0
  1825, 16434,19710123,    4,    0
  1825, 16434,19710124,   17,    0
  1825, 16434,19710125,    1,    0
  1825, 16434,19710126,    0,    0
  1825, 16434,19710127,    0,    0
  1825, 16434,19710128,    0,    0
  1825, 16434,19710129,    0,    0
  1825, 16434,19710130,    4,    0
  1825, 16434,19710131,   22,    0
  1825, 16434,19710201,    6,    0
  1825, 16434,19710202,    0,    0
  1825, 16434,19710203,   21,    0
  1825, 16434,19710204,   37,    0
  1825, 16434,19710205,    0,    0
  1825, 16434,19710206,    1,    0
  1825, 16434,19710207,    1,    0
  1825, 16434,19710208,   34,    0
  1825, 16434,19710209,   15,    0
  1825, 16434,19710210,   43,    0
  1825, 16434,19710211,   29,    0
  1825, 16434,19710212,   40,    0
  1825, 16434,19710213,   38,    0
  1825, 16434,19710214,   55,    0
  1825, 16434,19710215,   69,    0
  1825, 16434,19710216,   82,    0
  1825, 16434,19710217,    3,    0
  1825, 16434,19710218,    0,    0
  1825, 16434,19710219,   75,    0
  1825, 16434,19710220,   36,    0
  1825, 16434,19710221,   52,    0
  1825, 16434,19710222,   21,    0
  1825, 16434,19710223,   10,    0
  1825, 16434,19710224,   26,    0
  1825, 16434,19710225,   16,    0
  1825, 16434,19710226,    0,    0
  1825, 16434,19710227,    0,    0
  1825, 16434,19710228,    0,    0
  1825, 16434,19710301,    0,    0
  1825, 16434,19710302,   90,    0
  1825, 16434,19710303,    7,    0
  1825, 16434,19710304,   30,    0
  1825, 16434,19710305,    0,    0
  1825, 16434,19710306,    8,    0
  1825, 16434,19710307,    1,    0
  1825, 16434,19710308,   54,    0
  1825, 16434,19710309,   12,    0
  1825, 16434,19710310,   11,    0
  1825, 16434,19710311,    0,    0
  1825, 16434,19710312,    2,    0
  1825, 16434,19710313,   73,    0
  1825, 16434,19710314,   15,    0
  1825, 16434,19710315,    4,    0
  1825, 16434,19710316,   10,    0
  1825, 16434,19710317,   93,    0
  1825, 16434,19710318,   11,    0
  1825, 16434,19710319,    0,    0
  1825, 16434,19710320,   32,    0
  1825, 16434,19710321,   88,    0
  1825, 16434,19710322,   81,    0
  1825, 16434,19710323,    1,    0
  1825, 16434,19710324,   31,    0
  1825, 16434,19710325,   66,    0
  1825, 16434,19710326,   70,    0
  1825, 16434,19710327,   84,    0
  1825, 16434,19710328,    5,    0
  1825, 16434,19710329,    1,    0
  1825, 16434,19710330,    0,    0
  1825, 16434,19710331,    7,    0
  1825, 16434,19710401,    5,    0
  1825, 16434,19710402,    0,    0
  1825, 16434,19710403,   36,    0
  1825, 16434,19710404,    1,    0
  1825, 16434,19710405,    0,    0
  1825, 16434,19710406,    0,    0
  1825, 16434,19710407,    0,    0
  1825, 16434,19710408,  107,    0
  1825, 16434,19710409,   17,    0
  1825, 16434,19710410,   44,    0
  1825, 16434,19710411,   91,    0
  1825, 16434,19710412,   25,    0
  1825, 16434,19710413,   32,    0
  1825, 16434,19710414,   95,    0
  1825, 16434,19710415,   38,    0
  1825, 16434,19710416,   85,    0
  1825, 16434,19710417,   46,    0
  1825, 16434,19710418,   90,    0
  1825, 16434,19710419,   98,    0
  1825, 16434,19710420,   75,    0
  1825, 16434,19710421,   35,    0
  1825, 16434,19710422,   15,    0
  1825, 16434,19710423,    0,    0
  1825, 16434,19710424,  103,    0
  1825, 16434,19710425,    3,    0
  1825, 16434,19710426,   80,    0
  1825, 16434,19710427,   82,    0
  1825, 16434,19710428,   25,    0
  1825, 16434,19710429,   31,    0
  1825, 16434,19710430,  111,    0
  1825, 16434,19710501,  103,    0
  1825, 16434,19710502,   50,    0
  1825, 16434,19710503,  116,    0
  1825, 16434,19710504,  137,    0
  1825, 16434,19710505,  113,    0
  1825, 16434,19710506,   46,    0
  1825, 16434,19710507,   30,    0
  1825, 16434,19710508,   78,    0
  1825, 16434,19710509,   71,    0
  1825, 16434,19710510,  103,    0
  1825, 16434,19710511,   88,    0
  1825, 16434,19710512,  145,    0
  1825, 16434,19710513,  137,    0
  1825, 16434,19710514,  108,    0
  1825, 16434,19710515,   82,    0
  1825, 16434,19710516,   78,    0
  1825, 16434,19710517,   79,    0
  1825, 16434,19710518,   82,    0
  1825, 16434,19710519,   27,    0
  1825, 16434,19710520,   34,    0
  1825, 16434,19710521,  119,    0
  1825, 16434,19710522,   60,    0
  1825, 16434,19710523,    6,    0
  1825, 16434,19710524,    6,    0
  1825, 16434,19710525,  125,    0
  1825, 16434,19710526,   22,    0
  1825, 16434,19710527,  145,    0
  1825, 16434,19710528,   14,    0
  1825, 16434,19710529,  144,    0
  1825, 16434,19710530,    0,    0
  1825, 16434,19710531,  101,    0
  1825, 16434,19710601,  109,    0
  1825, 16434,19710602,   77,    0
  1825, 16434,19710603,    4,    0
  1825, 16434,19710604,    0,    0
  1825, 16434,19710605,    1,    0
  1825, 16434,19710606,   10,    0
  1825, 16434,19710607,    1,    0
  1825, 16434,19710608,   86,    0
  1825, 16434,19710609,   54,    0
  1825, 16434,19710610,   42,    0
  1825, 16434,19710611,    0,    0
  1825, 16434,19710612,   20,    0
  1825, 16434,19710613,   29,    0
  1825, 16434,19710614,  122,    0
  1825, 16434,19710615,   13,    0
  1825, 16434,19710616,   49,    0
  1825, 16434,19710617,   86,    0
  1825, 16434,19710618,   98,    0
  1825, 16434,19710619,   64,    0
  1825, 16434,19710620,    0,    0
  1825, 16434,19710621,   15,    0
  1825, 16434,19710622,   73,    0
  1825, 16434,19710623,    8,    0
  1825, 16434,19710624,    7,    0
  1825, 16434,19710625,   83,    0
  1825, 16434,19710626,   86,    0
  1825, 16434,19710627,   88,    0
  1825, 16434,19710628,   74,    0
  1825, 16434,19710629,   80,    0
  1825, 16434,19710630,   68,    0
  1825, 16434,19710701,   89,    0
  1825, 16434,19710702,  125,    0
  1825, 16434,19710703,  122,    0
  1825, 16434,19710704,    0,    0
  1825, 16434,19710705,   72,    0
  1825, 16434,19710706,  156,    0
  1825, 16434,19710707,  159,    0
  1825, 16434,19710708,  133,    0
  1825, 16434,19710709,   86,    0
  1825, 16434,19710710,  156,    0
  1825, 16434,19710711,   86,    0
  1825, 16434,19710712,   52,    0
  1825, 16434,19710713,   15,    0
  1825, 16434,19710714,   49,    0
  1825, 16434,19710715,   96,    0
  1825, 16434,19710716,   87,    0
  1825, 16434,19710717,  149,    0
  1825, 16434,19710718,   43,    0
  1825, 16434,19710719,   72,    0
  1825, 16434,19710720,   39,    0
  1825, 16434,19710721,   11,    0
  1825, 16434,19710722,  116,    0
  1825, 16434,19710723,    0,    0
  1825, 16434,19710724,    0,    0
  1825, 16434,19710725,   20,    0
  1825, 16434,19710726,   27,    0
  1825, 16434,19710727,    5,    0
  1825, 16434,19710728,   17,    0
  1825, 16434,19710729,  113,    0
  1825, 16434,19710730,   92,    0
  1825, 16434,19710731,    0,    0
  1825, 16434,19710801,   67,    0
  1825, 16434,19710802,   35,    0
  1825, 16434,19710803,  117,    0
  1825, 16434,19710804,    0,    0
  1825, 16434,19710805,   12,    0
  1825, 16434,19710806,   21,    0
  1825, 16434,19710807,   44,    0
  1825, 16434,19710808,   50,    0
  1825, 16434,19710809,   91,    0
  1825, 16434,19710810,   35,    0
  1825, 16434,19710811,    6,    0
  1825, 16434,19710812,    0,    0
  1825, 16434,19710813,   30,    0
  1825, 16434,19710814,   52,    0
  1825, 16434,19710815,  118,    0
  1825, 16434,19710816,   32,    0
  1825, 16434,19710817,    1,    0
  1825, 16434,19710818,  135,    0
  1825, 16434,19710819,  130,    0
  1825, 16434,19710820,  122,    0
  1825, 16434,19710821,    0,    0
  1825, 16434,19710822,   82,    0
  1825, 16434,19710823,    0,    0
  1825, 16434,19710824,  108,    0
  1825, 16434,19710825,   67,    0
  1825, 16434,19710826,   57,    0
  1825, 16434,19710827,   63,    0
  1825, 16434,19710828,   20,    0
  1825, 16434,19710829,   45,    0
  1825, 16434,19710830,   51,    0
  1825, 16434,19710831,   13,    0
  1825, 16434,19710901,  101,    0
  1825, 16434,19710902,    8,    0
  1825, 16434,19710903,    2,    0
  1825, 16434,19710904,   78,    0
  1825, 16434,19710905,   78,    0
  1825, 16434,19710906,   99,    0
  1825, 16434,19710907,  117,    0
  1825, 16434,19710908,  108,    0
  1825, 16434,19710909,   47,    0
  1825, 16434,19710910,   45,    0
  1825, 16434,19710911,   75,    0
  1825, 16434,19710912,   56,    0
  1825, 16434,19710913,   10,    0
  1825, 16434,19710914,   38,    0
  1825, 16434,19710915,   17,    0
  1825, 16434,19710916,   13,    0
  1825, 16434,19710917,    0,    0
  1825, 16434,19710918,   72,    0
  1825, 16434,19710919,   77,    0
  1825, 16434,19710920,   16,    0
  1825, 16434,19710921,   52,    0
  1825, 16434,19710922,    0,    0
  1825, 16434,19710923,   22,    0
  1825, 16434,19710924,   53,    0
  1825, 16434,19710925,   34,    0
  1825, 16434,19710926,    2,    0
  1825, 16434,19710927,    2,    0
  1825, 16434,19710928,   24,    0
  1825, 16434,19710929,   14,    0
  1825, 16434,19710930,   18,    0
  1825, 16434,19711001,   37,    0
  1825, 16434,19711002,   26,    0
  1825, 16434,19711003,   17,    0
  1825, 16434,19711004,   45,    0
  1825, 16434,19711005,   35,    0
  1825, 16434,19711006,   63,    0
  1825, 16434,19711007,   21,    0
  1825, 16434,19711008,   43,    0
  1825, 16434,19711009,   12,    0
  1825, 16434,19711010,    1,    0
  1825, 16434,19711011,   72,    0
  1825, 16434,19711012,   72,    0
  1825, 16434,19711013,   92,    0
  1825, 16434,19711014,   94,    0
  1825, 16434,19711015,    0,    0
  1825, 16434,19711016,   43,    0
  1825, 16434,19711017,   13,    0
  1825, 16434,19711018,   29,    0
  1825, 16434,19711019,   39,    0
  1825, 16434,19711020,   49,    0
  1825, 16434,19711021,    0,    0
  1825, 16434,19711022,   67,    0
  1825, 16434,19711023,    9,    0
  1825, 16434,19711024,   23,    0
  1825, 16434,19711025,   59,    0
  1825, 16434,19711026,   78,    0
  1825, 16434,19711027,   79,    0
  1825, 16434,19711028,   69,    0
  1825, 16434,19711029,   72,    0
  1825, 16434,19711030,   33,    0
  1825, 16434,19711031,    2,    0
  1825, 16434,19711101,    1,    0
  1825, 16434,19711102,    4,    0
  1825, 16434,19711103,   36,    0
  1825, 16434,19711104,   12,    0
  1825, 16434,19711105,   11,    0
  1825, 16434,19711106,   33,    0
  1825, 16434,19711107,   16,    0
  1825, 16434,19711108,    2,    0
  1825, 16434,19711109,   48,    0
  1825, 16434,19711110,    0,    0
  1825, 16434,19711111,   29,    0
  1825, 16434,19711112,    3,    0
  1825, 16434,19711113,   51,    0
  1825, 16434,19711114,   27,    0
  1825, 16434,19711115,   24,    0
  1825, 16434,19711116,   52,    0
  1825, 16434,19711117,    3,    0
  1825, 16434,19711118,   20,    0
  1825, 16434,19711119,   28,    0
  1825, 16434,19711120,    0,    0
  1825, 16434,19711121,   16,    0
  1825, 16434,19711122,   33,    0
  1825, 16434,19711123,   18,    0
  1825, 16434,19711124,   29,    0
  1825, 16434,19711125,    0,    0
  1825, 16434,19711126,   35,    0
  1825, 16434,19711127,    3,    0
  1825, 16434,19711128,   52,    0
  1825, 16434,19711129,   41,    0
  1825, 16434,19711130,    0,    0
  1825, 16434,19711201,    0,    0
  1825, 16434,19711202,    0,    0
  1825, 16434,19711203,    0,    0
  1825, 16434,19711204,    0,    0
  1825, 16434,19711205,   61,    0
  1825, 16434,19711206,    4,    0
  1825, 16434,19711207,    2,    0
  1825, 16434,19711208,    0,    0
  1825, 16434,19711209,    0,    0
  1825, 16434,19711210,   36,    0
  1825, 16434,19711211,   17,    0
  1825, 16434,19711212,   18,    0
  1825, 16434,19711213,   37,    0
  1825, 16434,19711214,    4,    0
  1825, 16434,19711215,    5,    0
  1825, 16434,19711216,    0,    0
  1825, 16434,19711217,   21,    0
  1825, 16434,19711218,    0,    0
  1825, 16434,19711219,    8,    0
  1825, 16434,19711220,    0,    0
  1825, 16434,19711221,   60,    0
  1825, 16434,19711222,   34,    0
  1825, 16434,19711223,    6,    0
  1825, 16434,19711224,    4,    0
  1825, 16434,19711225,    1,    0
  1825, 16434,19711226,    0,    0
  1825, 16434,19711227,   22,    0
  1825, 16434,19711228,    1,    0
  1825, 16434,19711229,    4,    0
  1825, 16434,19711230,    1,    0
  1825, 16434,19711231,    0,    0
  1825, 16434,19720101,   26,    0
  1825, 16434,19720102,    0,    0
  1825, 16434,19720103,    0,    0
  1825, 16434,19720104,    0,    0
  1825, 16434,19720105,    0,    0
  1825, 16434,19720106,    0,    0
  1825, 16434,19720107,    0,    0
  1825, 16434,19720108,    0,    0
  1825, 16434,19720109,    0,    0
  1825, 16434,19720110,    0,    0
  1825, 16434,19720111,    0,    0
  1825, 16434,19720112,   13,    0
  1825, 16434,19720113,    0,    0
  1825, 16434,19720114,    0,    0
  1825, 16434,19720115,    0,    0
  1825, 16434,19720116,    1,    0
  1825, 16434,19720117,    0,    0
  1825, 16434,19720118,    0,    0
  1825, 16434,19720119,   63,    0
  1825, 16434,19720120,   47,    0
  1825, 16434,19720121,   47,    0
  1825, 16434,19720122,    7,    0
  1825, 16434,19720123,    2,    0
  1825, 16434,19720124,   46,    0
  1825, 16434,19720125,   51,    0
  1825, 16434,19720126,    0,    0
  1825, 16434,19720127,   12,    0
  1825, 16434,19720128,   22,    0
  1825, 16434,19720129,    0,    0
  1825, 16434,19720130,   14,    0
  1825, 16434,19720131,    0,    0
  1825, 16434,19720201,    0,    0
  1825, 16434,19720202,    0,    0
  1825, 16434,19720203,    3,    0
  1825, 16434,19720204,    0,    0
  1825, 16434,19720205,    0,    0
  1825, 16434,19720206,    0,    0
  1825, 16434,19720207,    0,    0
  1825, 16434,19720208,   26,    0
  1825, 16434,19720209,    0,    0
  1825, 16434,19720210,    0,    0
  1825, 16434,19720211,    2,    0
  1825, 16434,19720212,   75,    0
  1825, 16434,19720213,   26,    0
  1825, 16434,19720214,   86,    0
  1825, 16434,19720215,    7,    0
  1825, 16434,19720216,    0,    0
  1825, 16434,19720217,    1,    0
  1825, 16434,19720218,   16,    0
  1825, 16434,19720219,    0,    0
  1825, 16434,19720220,    0,    0
  1825, 16434,19720221,    0,    0
  1825, 16434,19720222,    0,    0
  1825, 16434,19720223,   92,    0
  1825, 16434,19720224,    0,    0
  1825, 16434,19720225,    0,    0
  1825, 16434,19720226,    0,    0
  1825, 16434,19720227,    1,    0
  1825, 16434,19720228,    0,    0
  1825, 16434,19720229,   70,    0
  1825, 16434,19720301,    1,    0
  1825, 16434,19720302,   39,    0
  1825, 16434,19720303,    0,    0
  1825, 16434,19720304,   15,    0
  1825, 16434,19720305,   33,    0
  1825, 16434,19720306,   10,    0
  1825, 16434,19720307,    1,    0
  1825, 16434,19720308,   22,    0
  1825, 16434,19720309,   11,    0
  1825, 16434,19720310,    2,    0
  1825, 16434,19720311,   43,    0
  1825, 16434,19720312,  104,    0
  1825, 16434,19720313,   52,    0
  1825, 16434,19720314,   49,    0
  1825, 16434,19720315,   56,    0
  1825, 16434,19720316,   28,    0
  1825, 16434,19720317,    2,    0
  1825, 16434,19720318,   37,    0
  1825, 16434,19720319,    0,    0
  1825, 16434,19720320,    5,    0
  1825, 16434,19720321,   19,    0
  1825, 16434,19720322,   45,    0
  1825, 16434,19720323,    8,    0
  1825, 16434,19720324,   78,    0
  1825, 16434,19720325,   55,    0
  1825, 16434,19720326,   87,    0
  1825, 16434,19720327,   92,    0
  1825, 16434,19720328,   97,    0
  1825, 16434,19720329,   92,    0
  1825, 16434,19720330,    0,    0
  1825, 16434,19720331,   83,    0
  1825, 16434,19720401,    1,    0
  1825, 16434,19720402,   10,    0
  1825, 16434,19720403,   91,    0
  1825, 16434,19720404,   17,    0
  1825, 16434,19720405,   87,    0
  1825, 16434,19720406,   52,    0
  1825, 16434,19720407,    4,    0
  1825, 16434,19720408,   12,    0
  1825, 16434,19720409,   63,    0
  1825, 16434,19720410,   48,    0
  1825, 16434,19720411,   25,    0
  1825, 16434,19720412,   49,    0
  1825, 16434,19720413,   79,    0
  1825, 16434,19720414,   85,    0
  1825, 16434,19720415,  133,    0
  1825, 16434,19720416,   14,    0
  1825, 16434,19720417,   60,    0
  1825, 16434,19720418,   94,    0
  1825, 16434,19720419,   68,    0
  1825, 16434,19720420,  123,    0
  1825, 16434,19720421,   28,    0
  1825, 16434,19720422,   22,    0
  1825, 16434,19720423,    6,    0
  1825, 16434,19720424,    2,    0
  1825, 16434,19720425,  122,    0
  1825, 16434,19720426,   25,    0
  1825, 16434,19720427,   51,    0
  1825, 16434,19720428,    0,    0
  1825, 16434,19720429,   66,    0
  1825, 16434,19720430,  119,    0
  1825, 16434,19720501,  113,    0
  1825, 16434,19720502,   89,    0
  1825, 16434,19720503,    0,    0
  1825, 16434,19720504,    4,    0
  1825, 16434,19720505,    5,    0
  1825, 16434,19720506,    0,    0
  1825, 16434,19720507,   17,    0
  1825, 16434,19720508,   91,    0
  1825, 16434,19720509,   79,    0
  1825, 16434,19720510,   51,    0
  1825, 16434,19720511,   75,    0
  1825, 16434,19720512,   83,    0
  1825, 16434,19720513,    0,    0
  1825, 16434,19720514,    1,    0
  1825, 16434,19720515,   77,    0
  1825, 16434,19720516,  104,    0
  1825, 16434,19720517,  107,    0
  1825, 16434,19720518,    0,    0
  1825, 16434,19720519,   13,    0
  1825, 16434,19720520,  121,    0
  1825, 16434,19720521,   15,    0
  1825, 16434,19720522,    5,    0
  1825, 16434,19720523,  129,    0
  1825, 16434,19720524,   15,    0
  1825, 16434,19720525,   28,    0
  1825, 16434,19720526,   38,    0
  1825, 16434,19720527,    2,    0
  1825, 16434,19720528,   54,    0
  1825, 16434,19720529,   40,    0
  1825, 16434,19720530,   47,    0
  1825, 16434,19720531,   40,    0
  1825, 16434,19720601,   32,    0
  1825, 16434,19720602,    7,    0
  1825, 16434,19720603,  138,    0
  1825, 16434,19720604,   60,    0
  1825, 16434,19720605,   67,    0
  1825, 16434,19720606,  131,    0
  1825, 16434,19720607,   58,    0
  1825, 16434,19720608,   51,    0
  1825, 16434,19720609,    3,    0
  1825, 16434,19720610,   16,    0
  1825, 16434,19720611,   24,    0
  1825, 16434,19720612,   14,    0
  1825, 16434,19720613,  109,    0
  1825, 16434,19720614,    3,    0
  1825, 16434,19720615,   41,    0
  1825, 16434,19720616,   51,    0
  1825, 16434,19720617,    0,    0
  1825, 16434,19720618,   85,    0
  1825, 16434,19720619,   68,    0
  1825, 16434,19720620,   78,    0
  1825, 16434,19720621,  102,    0
  1825, 16434,19720622,   44,    0
  1825, 16434,19720623,   80,    0
  1825, 16434,19720624,   19,    0
  1825, 16434,19720625,   41,    0
  1825, 16434,19720626,  101,    0
  1825, 16434,19720627,   11,    0
  1825, 16434,19720628,  130,    0
  1825, 16434,19720629,  149,    0
  1825, 16434,19720630,  123,    0
  1825, 16434,19720701,  103,    0
  1825, 16434,19720702,  103,    0
  1825, 16434,19720703,   30,    0
  1825, 16434,19720704,   15,    0
  1825, 16434,19720705,  100,    0
  1825, 16434,19720706,   65,    0
  1825, 16434,19720707,   53,    0
  1825, 16434,19720708,  133,    0
  1825, 16434,19720709,   90,    0
  1825, 16434,19720710,  111,    0
  1825, 16434,19720711,   85,    0
  1825, 16434,19720712,   62,    0
  1825, 16434,19720713,  134,    0
  1825, 16434,19720714,  131,    0
  1825, 16434,19720715,  145,    0
  1825, 16434,19720716,  138,    0
  1825, 16434,19720717,  149,    0
  1825, 16434,19720718,  103,    0
  1825, 16434,19720719,  105,    0
  1825, 16434,19720720,   93,    0
  1825, 16434,19720721,    0,    0
  1825, 16434,19720722,    0,    0
  1825, 16434,19720723,    0,    0
  1825, 16434,19720724,    0,    0
  1825, 16434,19720725,    8,    0
  1825, 16434,19720726,   26,    0
  1825, 16434,19720727,  148,    0
  1825, 16434,19720728,  115,    0
  1825, 16434,19720729,   49,    0
  1825, 16434,19720730,   51,    0
  1825, 16434,19720731,    0,    0
  1825, 16434,19720801,    0,    0
  1825, 16434,19720802,   75,    0
  1825, 16434,19720803,   67,    0
  1825, 16434,19720804,    0,    0
  1825, 16434,19720805,   45,    0
  1825, 16434,19720806,    0,    0
  1825, 16434,19720807,   86,    0
  1825, 16434,19720808,    1,    0
  1825, 16434,19720809,   61,    0
  1825, 16434,19720810,  126,    0
  1825, 16434,19720811,   50,    0
  1825, 16434,19720812,   14,    0
  1825, 16434,19720813,   36,    0
  1825, 16434,19720814,    7,    0
  1825, 16434,19720815,   58,    0
  1825, 16434,19720816,   14,    0
  1825, 16434,19720817,   82,    0
  1825, 16434,19720818,  101,    0
  1825, 16434,19720819,   74,    0
  1825, 16434,19720820,   24,    0
  1825, 16434,19720821,   58,    0
  1825, 16434,19720822,   95,    0
  1825, 16434,19720823,   18,    0
  1825, 16434,19720824,   28,    0
  1825, 16434,19720825,   24,    0
  1825, 16434,19720826,   14,    0
  1825, 16434,19720827,  122,    0
  1825, 16434,19720828,   62,    0
  1825, 16434,19720829,    2,    0
